x-coordinate,y-coordinate
2.234212678514675351e-02,4.615827763574097825e-02
2.227100812141360672e-02,4.619258250098580432e-02
2.219984695792936308e-02,4.622679908652057440e-02
2.212864996433016110e-02,4.626094105224912850e-02
2.205740573350791628e-02,4.629498433634268717e-02
2.198609688012016436e-02,4.632889199586844031e-02
2.191474082727818545e-02,4.636270033036028748e-02
2.184334378217526323e-02,4.639642192852629077e-02
2.177187919699735338e-02,4.643000020907554065e-02
2.170033949932041739e-02,4.646341808829941578e-02
2.162875079999142594e-02,4.649673089566028206e-02
2.155715931897508528e-02,4.653003786584028467e-02
2.148550963697457364e-02,4.656321910357199417e-02
2.141376511470171121e-02,4.659619509636696993e-02
2.134197019736145881e-02,4.662906115405188179e-02
2.127014575210508379e-02,4.666186257907127544e-02
2.119828483939896827e-02,4.669458404870339280e-02
2.112636257394306938e-02,4.672717038172607973e-02
2.105438872629804975e-02,4.675964279163145887e-02
2.098236757189131385e-02,4.679201002870824605e-02
2.091028241539744786e-02,4.682423437262465959e-02
2.083816112842303697e-02,4.685637803805156598e-02
2.076600672533684966e-02,4.688844711807090698e-02
2.069377216329976177e-02,4.692033512156576491e-02
2.062148678054817955e-02,4.695210803619213197e-02
2.054917724217051808e-02,4.698382574730314287e-02
2.047682202618145500e-02,4.701543916912956367e-02
2.040440866735052095e-02,4.704691916706060101e-02
2.033194144019328034e-02,4.707827497726166377e-02
2.025943774145508650e-02,4.710954637215424012e-02
2.018688913527560622e-02,4.714071342326924680e-02
2.011428008966148484e-02,4.717173943952247123e-02
2.004160464688626089e-02,4.720260955407152431e-02
1.996888446520615409e-02,4.723337416334656008e-02
1.989613879003058333e-02,4.726407840330686116e-02
1.982336223994418320e-02,4.729470957515277685e-02
3.552399531814811467e-02,-1.991143283761624000e-02
3.545508045990045792e-02,-1.987159685626004035e-02
3.559292564248917046e-02,-1.995124204547960370e-02
3.566187116684771397e-02,-1.999102493072100681e-02
3.573078269837531851e-02,-2.003086668087218289e-02
3.579972448664327234e-02,-2.007065600599230309e-02
3.586868979064643942e-02,-2.011040460582694950e-02
3.593762062647995470e-02,-2.015021293504364389e-02
3.600653254959110955e-02,-2.019005401119385729e-02
3.607545379263507601e-02,-2.022987893632460787e-02
3.614439866226226705e-02,-2.026966295544471372e-02
3.621334845411173370e-02,-2.030943845052202157e-02
3.628228867962059873e-02,-2.034923051285241272e-02
3.635121654159097215e-02,-2.038904399162381684e-02
3.642014183150852485e-02,-2.042886192465295098e-02
3.648907361337164201e-02,-2.046866861499762116e-02
3.655801844544367962e-02,-2.050845270011364060e-02
3.662697766607127953e-02,-2.054821184497126682e-02
3.669592764803557283e-02,-2.058798699337675842e-02
3.676485370968007871e-02,-2.062780359202050218e-02
3.683377723915184226e-02,-2.066762457613761927e-02
3.690271293669182551e-02,-2.070742448247000350e-02
3.697165439414284299e-02,-2.074721441496315405e-02
3.704057916033882958e-02,-2.078703325852224171e-02
3.710952189672080820e-02,-2.082682096663533364e-02
3.717848149621197362e-02,-2.086657945091973873e-02
3.724739724419622033e-02,-2.090641388078887108e-02
3.731631295653801972e-02,-2.094624838727099370e-02
3.738525893957056478e-02,-2.098603048473572999e-02
3.745420562994121461e-02,-2.102581135896089762e-02
3.752312727256666008e-02,-2.106563559323939433e-02
3.759203756048731804e-02,-2.110547948278405223e-02
3.766097495414557489e-02,-2.114527645093015884e-02
3.772992032076957769e-02,-2.118505961587704642e-02
3.779885884021404185e-02,-2.122485463605865846e-02
3.786779674836510817e-02,-2.126465071741197310e-02
3.793674918673258650e-02,-2.130442162180521889e-02
3.800569821479504035e-02,-2.134419842634660558e-02
3.807462007456213077e-02,-2.138402229552200523e-02
3.814355391370804343e-02,-2.142382542290095435e-02
3.821249377372448047e-02,-2.146361812073440539e-02
3.828141556463820344e-02,-2.150344210943182580e-02
3.835034836808742104e-02,-2.154324702948185247e-02
3.841928176948632839e-02,-2.158305091666846282e-02
3.848820243184858381e-02,-2.162287686122358124e-02
3.855714914676496713e-02,-2.166265767256871783e-02
3.862609975564117865e-02,-2.170243174411031276e-02
3.869503292930293742e-02,-2.174223602658571786e-02
3.876398790809612582e-02,-2.178200253541636572e-02
3.883292607864108348e-02,-2.182179813180397734e-02
3.890182798771701228e-02,-2.186165652018387529e-02
3.897075695592676359e-02,-2.190146807399631634e-02
3.903969463048420629e-02,-2.194126457098603822e-02
3.910863016204463999e-02,-2.198106476619821753e-02
3.917759773559557901e-02,-2.202080942360024052e-02
3.924654473972367941e-02,-2.206058971131675053e-02
3.931545871456849223e-02,-2.210042723755699379e-02
3.938439466613721796e-02,-2.214022670917640753e-02
3.945332173006346754e-02,-2.218004156557734294e-02
3.952224092582089926e-02,-2.221987004220497136e-02
3.959119109434448835e-02,-2.225964487957395738e-02
3.966012427180087840e-02,-2.229944914335928521e-02
3.972904162338469769e-02,-2.233928081502335392e-02
3.979798806734451133e-02,-2.237906210322864950e-02
3.986694257485878107e-02,-2.241882942503939033e-02
3.993588679784032536e-02,-2.245861456102051304e-02
4.000481873065257071e-02,-2.249842099035116033e-02
4.007374606626763758e-02,-2.253823538483573988e-02
4.014268245349165987e-02,-2.257803409640530071e-02
4.021163210807852245e-02,-2.261780982252156041e-02
4.028057251659691168e-02,-2.265760157330500013e-02
4.034949588439114276e-02,-2.269742283118759973e-02
4.041840939219703416e-02,-2.273726114938159557e-02
4.048732952917924455e-02,-2.277708800753283636e-02
4.055627779825256990e-02,-2.281686613540366906e-02
4.062524130567013447e-02,-2.285661784205186495e-02
4.069416243059271326e-02,-2.289644296329231346e-02
4.076307989470408927e-02,-2.293627444101901600e-02
4.083202826682227893e-02,-2.297605239597643595e-02
4.090097922224433802e-02,-2.301582587885471140e-02
4.096990464256545367e-02,-2.305564357503896850e-02
4.103881809821063875e-02,-2.309548198515606193e-02
4.110776163873247624e-02,-2.313526830398069528e-02
4.117669698792222888e-02,-2.317506881902742233e-02
4.124562410329984247e-02,-2.321488358654620610e-02
4.131458133242981584e-02,-2.325464618001992639e-02
4.138352654309807033e-02,-2.329442959889914747e-02
4.145244622520015410e-02,-2.333425724783114857e-02
4.152136858532066988e-02,-2.337408025608539094e-02
4.159032187097493061e-02,-2.341384969004512567e-02
4.165927127546154018e-02,-2.345362583034747359e-02
4.172817837233198240e-02,-2.349347524122126149e-02
4.179710010588166824e-02,-2.353329932895576945e-02
4.186605271762977587e-02,-2.357306994067953285e-02
4.193501114451753803e-02,-2.361283045857554691e-02
4.200394032823779461e-02,-2.365264163527737440e-02
4.207286247952789909e-02,-2.369246500428455818e-02
4.214180373820459319e-02,-2.373225528147631519e-02
4.221074829935306943e-02,-2.377203983959123509e-02
4.227967631552956990e-02,-2.381185305036118138e-02
4.234859793756963475e-02,-2.385167732971667232e-02
4.241754955785269343e-02,-2.389144964757664719e-02
4.248649038345389539e-02,-2.393124066250332596e-02
4.255540918234384379e-02,-2.397106983399580060e-02
4.262434383448910485e-02,-2.401087155519556621e-02
4.269327314335667756e-02,-2.405068252561774061e-02
4.276219442833054107e-02,-2.409050738933194574e-02
4.283112846918848277e-02,-2.413031016808176235e-02
4.290006476138966823e-02,-2.417010904915265629e-02
4.296899912151085771e-02,-2.420991127493839559e-02
4.303793437386892184e-02,-2.424971195573379784e-02
4.310686605452417747e-02,-2.428951882355611519e-02
4.317580612654598610e-02,-2.432931115562409971e-02
4.324475608037829655e-02,-2.436908636647731191e-02
4.331367812102487197e-02,-2.440890991544925406e-02
4.338260100547099152e-02,-2.444873200323694970e-02
4.345155125373855592e-02,-2.448850670439893518e-02
4.352049040694441762e-02,-2.452830062734152189e-02
4.358940818145051743e-02,-2.456813157803676428e-02
4.365832611696430360e-02,-2.460796223390040657e-02
4.372727916710514307e-02,-2.464773204503258389e-02
4.379624567610108238e-02,-2.468747860291573351e-02
4.386520329753388486e-02,-2.472724048102866584e-02
4.393416339456032715e-02,-2.476699789217762931e-02
4.400318543828395101e-02,-2.480664875380808945e-02
4.407227886475011125e-02,-2.484617324229681373e-02
4.414145012960931508e-02,-2.488555930063155938e-02
4.421083905559600180e-02,-2.492458051045300105e-02
4.424997681817324779e-02,-2.494660795041447887e-02
4.428898737244037209e-02,-2.496886509576674504e-02
4.432824075487806770e-02,-2.499069113307804749e-02
4.436845999955923298e-02,-2.501069636741222804e-02
4.441012945712763393e-02,-2.502747293105304915e-02
4.445336832289788209e-02,-2.503967545140066420e-02
4.449781657843235316e-02,-2.504622188273237376e-02
4.454264210605388130e-02,-2.504933945799601991e-02
4.458753936510716220e-02,-2.505115104771867690e-02
4.463210449437993166e-02,-2.504539123116438643e-02
4.467269672546347881e-02,-2.502611699440212417e-02
4.470977190341759305e-02,-2.500073192780307568e-02
4.474613001999740158e-02,-2.497433004931154041e-02
4.478031985329215814e-02,-2.494518587083353195e-02
4.481058930316524080e-02,-2.491198819190918595e-02
4.483727856716519106e-02,-2.487586129598420154e-02
4.486121827621438601e-02,-2.483785655683192622e-02
4.488347302248441029e-02,-2.479885165038711939e-02
4.490527055540501078e-02,-2.475958940553282112e-02
4.492726937299816592e-02,-2.472044591245667333e-02
4.494933327784100124e-02,-2.468133906979300130e-02
4.498801591873895916e-02,-2.461209009412921103e-02
4.502631498136409199e-02,-2.454263482736426458e-02
4.506438196830279963e-02,-2.447304862279067045e-02
4.510231428753304350e-02,-2.440338933975001387e-02
4.514008353233520815e-02,-2.433364201586350056e-02
4.517769587082059307e-02,-2.426380960017636770e-02
4.521521215985829095e-02,-2.419392558322128531e-02
4.525259145247616938e-02,-2.412396829819768440e-02
4.528982520256069622e-02,-2.405393334884779744e-02
4.532695682661536107e-02,-2.398384423048454187e-02
4.536399777365545533e-02,-2.391370716218662804e-02
4.540094406742636174e-02,-2.384352017401219007e-02
4.543778307948411616e-02,-2.377327681300525283e-02
4.547449636325050226e-02,-2.370296766854486023e-02
4.551108441570694829e-02,-2.363259326273341523e-02
4.554756489675610559e-02,-2.356216304558012703e-02
4.558395589097585798e-02,-2.349168653895776504e-02
4.562025258850204573e-02,-2.342116143489387375e-02
4.565643703538839471e-02,-2.335057866607644084e-02
4.569250047334798975e-02,-2.327993396572043336e-02
4.572842540602720801e-02,-2.320921877224758900e-02
4.576422154601813425e-02,-2.313843828909950898e-02
4.579996963086695183e-02,-2.306763349402426999e-02
4.583564437553042797e-02,-2.299679175934838185e-02
4.587117508104122249e-02,-2.292587763430768005e-02
4.590654996037502739e-02,-2.285488567196374693e-02
4.594180510549771002e-02,-2.278383415555632410e-02
4.597697898993884091e-02,-2.271274239577077483e-02
4.601206903140200866e-02,-2.264160919710094325e-02
4.604704459060278421e-02,-2.257041965925788915e-02
4.608188648097469309e-02,-2.249916458665177782e-02
4.611661526412437484e-02,-2.242785432576007570e-02
4.878241995380103169e-02,-1.581194147354684706e-02
4.875791408707080138e-02,-1.588737833549732845e-02
4.880689109941857562e-02,-1.573649347589472017e-02
4.883114078370018318e-02,-1.566097406083746466e-02
4.885525676576211312e-02,-1.558541166108531710e-02
4.887931651080257289e-02,-1.550983146898150117e-02
4.890326315460208351e-02,-1.543421535292100258e-02
4.892708942460540639e-02,-1.535856117094332868e-02
4.895078738288727305e-02,-1.528286673621124733e-02
4.897433987334481875e-02,-1.520712692416685552e-02
4.899779018632458016e-02,-1.513135536569503760e-02
4.902114538294236740e-02,-1.505555448083781625e-02
4.904436849551759015e-02,-1.497971302381769128e-02
4.906748137327184706e-02,-1.490383785736596953e-02
4.909048387395463509e-02,-1.482792919825093314e-02
4.911335406358816741e-02,-1.475198057140398276e-02
4.913612874208760778e-02,-1.467600320748682803e-02
4.915880152620228510e-02,-1.459999541749184594e-02
4.918132906223854350e-02,-1.452394443567932986e-02
4.920372270031147383e-02,-1.444785390937758547e-02
4.922600158236568879e-02,-1.437172971723452847e-02
4.924817471791458068e-02,-1.429557465656337671e-02
4.927023071386477798e-02,-1.421938557051101275e-02
4.929214808877955406e-02,-1.414315651288293452e-02
4.931392278762520426e-02,-1.406688657721179812e-02
4.933560990928807788e-02,-1.399059167100383597e-02
4.935721436972134724e-02,-1.391427334541637910e-02
4.937870528457875829e-02,-1.383792295257718109e-02
4.940007233486487515e-02,-1.376153780215550772e-02
4.942130863489536258e-02,-1.368511619463235601e-02
4.944240543988817627e-02,-1.360865595669663933e-02
4.946335375926293187e-02,-1.353215492747968790e-02
4.948418816698071931e-02,-1.345562277290073688e-02
4.950494748615485996e-02,-1.337907023466016268e-02
4.952561991254170182e-02,-1.330249417368423344e-02
4.954617267162449851e-02,-1.322588591824533887e-02
4.956658060593597398e-02,-1.314923894304796323e-02
4.958684932009965046e-02,-1.307255503071500131e-02
4.960698260766761847e-02,-1.299583546446387780e-02
4.962699134964298348e-02,-1.291908331825061471e-02
4.964690239207920908e-02,-1.284230577176886413e-02
4.966672514810822198e-02,-1.276550538086195993e-02
4.968644838789566809e-02,-1.268867937379429198e-02
4.970604434489007961e-02,-1.261182080910685198e-02
4.972550593386464157e-02,-1.253492808327390760e-02
4.974482626750818814e-02,-1.245799975858254485e-02
4.976399484719126742e-02,-1.238103351774570357e-02
4.978307099930014828e-02,-1.230404423809846638e-02
4.980206104330311967e-02,-1.222703373101528129e-02
4.982088217657879708e-02,-1.214998180463153915e-02
4.983960631401122138e-02,-1.207290614840743001e-02
4.985826196071281580e-02,-1.199581395993575862e-02
4.987675975994725758e-02,-1.191868373638482574e-02
4.989510594437594065e-02,-1.184151728077130830e-02
4.991333992163957123e-02,-1.176432425619482712e-02
4.993148608560748353e-02,-1.168711052244635236e-02
4.994950704324400276e-02,-1.160986751437036689e-02
4.996740071943286954e-02,-1.153259488091131456e-02
4.998520828819101591e-02,-1.145530236123986495e-02
5.000289266518968129e-02,-1.137798158039699491e-02
5.002042632847113202e-02,-1.130062646736050037e-02
5.003782562568305503e-02,-1.122324105369738000e-02
5.005514337733654728e-02,-1.114583726348086258e-02
5.007233994377040948e-02,-1.106840655832166086e-02
5.008933697154855508e-02,-1.099093180560840356e-02
5.010626814086961700e-02,-1.091344253542656136e-02
5.012314506322827767e-02,-1.083594153627501049e-02
5.013986368331216359e-02,-1.075840620433173370e-02
5.015644889707767534e-02,-1.068084216983192399e-02
5.017290385090052846e-02,-1.060325046332112955e-02
5.018921226951585102e-02,-1.052562781337477819e-02
5.020542305769645081e-02,-1.044798468493955863e-02
5.022153519995674331e-02,-1.037032106088876283e-02
5.023751025736952064e-02,-1.029262910110398041e-02
5.025334358682904262e-02,-1.021490815714887028e-02
5.026906737147152082e-02,-1.013716494755102435e-02
5.028470295819635616e-02,-1.005940395621878446e-02
5.030019380023383058e-02,-9.981614050709547437e-03
5.031556305780915395e-02,-9.903799964936342223e-03
5.033085433358505667e-02,-9.825970547097970936e-03
5.034601710248627626e-02,-9.748115995919499552e-03
5.036102857244631470e-02,-9.670232119814079624e-03
5.037590760395941475e-02,-9.592322844436503709e-03
5.039070113101073306e-02,-9.514397264774519108e-03
5.040538749806665331e-02,-9.436451454613773923e-03
4.615124999037963083e-02,-2.235649833554627722e-02
4.618579378826911941e-02,-2.228509828473841312e-02
4.622022891801404881e-02,-2.221364575615070169e-02
4.625453985020457764e-02,-2.214213350492590104e-02
4.628872212959994625e-02,-2.207055966811340142e-02
4.632278811676285302e-02,-2.199893043106817062e-02
4.635676815108600440e-02,-2.192726033012891776e-02
4.639064808555912883e-02,-2.185554289613469633e-02
4.642436862326650149e-02,-2.178375039055269538e-02
4.645797292249026489e-02,-2.171190335290812054e-02
4.649150024029304051e-02,-2.164002040100412860e-02
4.652493934610602705e-02,-2.156809634844818885e-02
4.655825366905487483e-02,-2.149611444092491483e-02
4.659143704105224437e-02,-2.142407204119704117e-02
4.662451478808694871e-02,-2.135198108822990506e-02
4.665748012293307462e-02,-2.127983868759175667e-02
4.669033340173501384e-02,-2.120764516264943972e-02
4.672308087056332992e-02,-2.113540357545222459e-02
4.675569585709822562e-02,-2.106310211520503670e-02
4.678818693286595359e-02,-2.099074485114987149e-02
4.682059071533573730e-02,-2.091834846953208316e-02
4.685290952681239046e-02,-2.084591411776458292e-02
4.688512299867586552e-02,-2.077343284828597411e-02
4.691720170208390356e-02,-2.070089181564157416e-02
4.694913091792937698e-02,-2.062828492351594101e-02
4.698096359208873973e-02,-2.055563557509716352e-02
4.701273941074987639e-02,-2.048296134618063022e-02
4.704434993567475215e-02,-2.041021520841946463e-02
4.707584134366464557e-02,-2.033741723081874606e-02
4.710728320282284859e-02,-2.026459789475516804e-02
4.713853445921152574e-02,-2.019169671446547493e-02
4.716966894763709867e-02,-2.011874537612878128e-02
4.720079448839087366e-02,-2.004579030913467702e-02
4.723177866280900417e-02,-1.997277512952283160e-02
4.726259483720579579e-02,-1.989968880494364170e-02
4.729329064350630552e-02,-1.982655189409629828e-02
4.732390146257309943e-02,-1.975337934092377679e-02
4.735439541558675303e-02,-1.968015805765676099e-02
4.738475068270048274e-02,-1.960687913669431279e-02
4.741501504870072187e-02,-1.953356261530716717e-02
4.744518286590097139e-02,-1.946020634999243853e-02
4.747523518810486259e-02,-1.938680267075896385e-02
4.750517390793285166e-02,-1.931335257604042954e-02
4.753498433355188291e-02,-1.923985033613748868e-02
4.756465978755594626e-02,-1.916629348674077013e-02
4.759421967389467628e-02,-1.909269013411959634e-02
4.762369958008803861e-02,-1.901905469677381277e-02
4.765309924901077465e-02,-1.894538719953535802e-02
4.768236670813422867e-02,-1.887166705088716770e-02
4.771147194034246891e-02,-1.879788273993683936e-02
4.774044141488861109e-02,-1.872404499382737675e-02
4.776934190505296302e-02,-1.865018022463205832e-02
4.779815076423412495e-02,-1.857627968437644550e-02
4.782683673148431513e-02,-1.850233134070103716e-02
4.785539913713025145e-02,-1.842833520359901667e-02
4.788387216283594011e-02,-1.835430458094036363e-02
4.791223988675561568e-02,-1.828023359172737186e-02
4.794044731320334235e-02,-1.820610140465468013e-02
4.796852514994650457e-02,-1.813191999378283362e-02
4.799649140231038863e-02,-1.805769649152392381e-02
4.802434339554854936e-02,-1.798343003588133773e-02
4.805211793142461635e-02,-1.790913455357253173e-02
4.807980428808388690e-02,-1.783480618664559647e-02
4.810734983944033039e-02,-1.776042549359427986e-02
4.813472932708538071e-02,-1.768598356290986343e-02
4.816198887608872520e-02,-1.761149757604255767e-02
4.818918318860074268e-02,-1.753698776161099343e-02
4.821624632311626718e-02,-1.746243024137600353e-02
4.824317442353270868e-02,-1.738782379765653821e-02
4.827001590181850127e-02,-1.731318618354685257e-02
4.829678763469715669e-02,-1.723852342921322611e-02
4.832341091010940171e-02,-1.716380775420401489e-02
4.834984129510384171e-02,-1.708902357094476895e-02
4.837623671214126564e-02,-1.701422690972317908e-02
4.840252559684665029e-02,-1.693939296996241003e-02
4.842860983268636177e-02,-1.686448733047745882e-02
4.845465331561003841e-02,-1.678956743107016050e-02
4.848060745580843461e-02,-1.671461669853960968e-02
4.850637232464652393e-02,-1.663960059066881339e-02
4.853201688998157876e-02,-1.656454327641345217e-02
4.855758851513355956e-02,-1.648946110029851642e-02
4.858307560782791634e-02,-1.641435018083884853e-02
4.860840884574947618e-02,-1.633918725405814759e-02
4.863359658316233902e-02,-1.626397539197636452e-02
4.865867168783273577e-02,-1.618872593856986175e-02
4.868364554025526175e-02,-1.611344285486044497e-02
4.870854532886904897e-02,-1.603813514413977154e-02
4.873333560120112623e-02,-1.596279137244716734e-02
5.121566885580967204e-02,-2.588816821320269034e-03
5.121160058155635464e-02,-2.668029770651290326e-03
5.121958669870518843e-02,-2.509596290963015622e-03
5.122338861420364098e-02,-2.430370111763215709e-03
5.122710910574778537e-02,-2.351140068877290417e-03
5.123070817538980665e-02,-2.271904415698488590e-03
5.123415592010149150e-02,-2.192662036641715006e-03
5.123746372491830986e-02,-2.113413712456365789e-03
5.124069559928016993e-02,-2.034162179085945241e-03
5.124380568188331014e-02,-1.954905871792994403e-03
5.124671318732926251e-02,-1.875641839434918001e-03
5.124951125827700155e-02,-1.796373825257098966e-03
5.125224200933710395e-02,-1.717103518948981215e-03
5.125487985262121293e-02,-1.637830044082957395e-03
5.125738647220480504e-02,-1.558552316184482834e-03
5.125975123612393214e-02,-1.479270221576672569e-03
5.126198206033497073e-02,-1.399984251898164604e-03
5.126408054383049112e-02,-1.320694652803456985e-03
5.126603600471981576e-02,-1.241401425325215418e-03
5.126785471908511943e-02,-1.162104940472277487e-03
5.126959188830753494e-02,-1.082806580162425439e-03
5.127121622972535819e-02,-1.003505908258618511e-03
5.127269441326458288e-02,-9.242023438914577895e-04
5.127409981549421042e-02,-8.448973841927523171e-04
5.127537052786017985e-02,-7.655902764821220481e-04
5.127644213403842466e-02,-6.862801541686758136e-04
5.127741321522596291e-02,-6.069687412905609919e-04
5.127832485406479818e-02,-5.276566255213216341e-04
5.127913654363532719e-02,-4.483434170781642417e-04
5.127975038059771201e-02,-3.690284993633167338e-04
5.128022608533937265e-02,-2.897125243467510978e-04
5.128063029381872001e-02,-2.103962176185987694e-04
5.128090156554576673e-02,-1.310793413543170829e-04
5.128102038201320240e-02,-5.176207645474686773e-05
5.128101132527326106e-02,2.755526815282059275e-05
5.128091947209529461e-02,1.068725682612837210e-04
5.128071895450073137e-02,1.861896599037480627e-04
5.128037033673488870e-02,2.655062515976332324e-04
5.127987266880848494e-02,3.448220017820982858e-04
5.127928948407273896e-02,4.241372671643508043e-04
5.127860837766454183e-02,5.034516829920176800e-04
5.127771201735618900e-02,5.827638848646789563e-04
5.127673585406920809e-02,6.620753188900777887e-04
5.127572369092615878e-02,7.413861815204079910e-04
5.127450308265518036e-02,8.206940693351279844e-04
5.127315181172299730e-02,8.999999904570000131e-04
5.127173573916752464e-02,9.789472896172550682e-04
5.127017842520156798e-02,1.057891934760353580e-03
5.126848240258329720e-02,1.136833778499764507e-03
5.126665353366506583e-02,1.215772613896520804e-03
5.126468061135690951e-02,1.294707961276443837e-03
5.126261436895308832e-02,1.373640985752578930e-03
5.126045592122343425e-02,1.452571486955694675e-03
5.125814687078988907e-02,1.531497700719379376e-03
5.125574993768221982e-02,1.610421406678253691e-03
5.125325323998242144e-02,1.689341922694285146e-03
5.125055249145019087e-02,1.768255697610312876e-03
5.124773753025151785e-02,1.847165603612035143e-03
5.124484330903372742e-02,1.926072538588695805e-03
5.124179926618688957e-02,2.004973835917945278e-03
5.123865516602525705e-02,2.083871279276248989e-03
5.123542441540238773e-02,2.162765162732888883e-03
5.123205218534702954e-02,2.241653133193726149e-03
5.122854359372063654e-02,2.320535194149245597e-03
5.122490084290768492e-02,2.399411140130458617e-03
5.122111643392009139e-02,2.478280408760402936e-03
5.121723715680083500e-02,2.557145099709186905e-03
5.121326776685329596e-02,2.636005278510602894e-03
5.120916038906617174e-02,2.714858413270028990e-03
5.120490151404478996e-02,2.793703477314964708e-03
5.120052836079614506e-02,2.872542318331566900e-03
5.119608431753810973e-02,2.951377222436191682e-03
5.119147150292686216e-02,3.030202326302289077e-03
5.118668176523313157e-02,3.109016981853495246e-03
5.118181340682222136e-02,3.187826772000757532e-03
5.117688237392854084e-02,3.266632697848879160e-03
5.117182801957901456e-02,3.345430771510025936e-03
5.116657615556012562e-02,3.424215931081195635e-03
5.116120371871595712e-02,3.502992993363205840e-03
5.115576922274514549e-02,3.581765771422530664e-03
5.115025462389637123e-02,3.660533029071040383e-03
5.114455943690746076e-02,3.739287321598792294e-03
5.113870016682999647e-02,3.818029697911050260e-03
5.113277305879898593e-02,3.896766978223213228e-03
5.112671315828613838e-02,3.975494048112073776e-03
5.112052758105397471e-02,4.054211455800838318e-03
5.111427312021331326e-02,4.132923425108445126e-03
5.110784163092878946e-02,4.211620990342891148e-03
5.110124391804474892e-02,4.290304943917676653e-03
5.109457901258332435e-02,4.368983199400329476e-03
5.108778381125405471e-02,4.447650228394662598e-03
5.041992860715988761e-02,-9.358478390899455102e-03
5.043433459369952437e-02,-9.280480238886421734e-03
5.044860173274776788e-02,-9.202456593502236423e-03
5.046273409855939196e-02,-9.124408413337038726e-03
5.047676869483869871e-02,-9.046342614861490466e-03
5.049073292106651817e-02,-8.968264151162788980e-03
5.050459637249064132e-02,-8.890167752369095011e-03
5.051826220834183118e-02,-8.812036598448024297e-03
5.053179652854462162e-02,-8.733882427836866733e-03
5.054525410011976444e-02,-8.655715085186295107e-03
5.055856529560706636e-02,-8.577522707749658110e-03
5.057176559047359132e-02,-8.499311458073853867e-03
5.058488157292979903e-02,-8.421086072647330362e-03
5.059786109803218052e-02,-8.342837918770431779e-03
5.061069062662888057e-02,-8.264565030801864290e-03
5.062339512169541922e-02,-8.186271752106245511e-03
5.063601615602106309e-02,-8.107964971969834969e-03
5.064852417671835555e-02,-8.029640064704107738e-03
5.066088322717515052e-02,-7.951291506383515936e-03
5.067309503723089331e-02,-7.872919905501717802e-03
5.068522568051635202e-02,-7.794535593457714399e-03
5.069724789757604211e-02,-7.716134676964879480e-03
5.070905520814045914e-02,-7.637701146676608571e-03
5.072079801491194417e-02,-7.559257767146446844e-03
5.073249026904794179e-02,-7.480806984509067586e-03
5.074396910567472579e-02,-7.402324694918952300e-03
5.075533165331690133e-02,-7.323825341020050693e-03
5.076661363130644672e-02,-7.245314498523987810e-03
5.077774344486132851e-02,-7.166781925449011367e-03
5.078877488119203781e-02,-7.088235404775056377e-03
5.079971468344250674e-02,-7.009676135376817670e-03
5.081051000967948955e-02,-6.931096867263127070e-03
5.082116994116774727e-02,-6.852499077936088749e-03
5.083169239219845897e-02,-6.773882809647286882e-03
5.084207169692366024e-02,-6.695247518496296769e-03
5.085236385953357391e-02,-6.616600715139630065e-03
5.086255246563832488e-02,-6.537940503577313427e-03
5.087259057802231976e-02,-6.459260935605427856e-03
5.088254943146607728e-02,-6.380571205555665183e-03
5.089238877286497709e-02,-6.301866559070899536e-03
5.090202563539809183e-02,-6.223136818281392937e-03
5.091155003490982489e-02,-6.144393367111179727e-03
5.092101290503081579e-02,-6.065642526385440873e-03
5.093038499606555858e-02,-5.986880802624042729e-03
5.093957042833373999e-02,-5.908097160730957365e-03
5.094859574880904185e-02,-5.829294934729591961e-03
5.095754765929139118e-02,-5.750484389015294087e-03
5.096643335122214014e-02,-5.671666288022855253e-03
5.097517313011919876e-02,-5.592831966371815400e-03
5.098371695784514879e-02,-5.513976120235356687e-03
5.099217417270008462e-02,-5.435110880426420946e-03
5.100052842479189941e-02,-5.356234774046996286e-03
5.100873394575469039e-02,-5.277343005108321196e-03
5.101685437004781221e-02,-5.198442400576060336e-03
5.102487000678380957e-02,-5.119531142974811759e-03
5.103273859186129024e-02,-5.040605051101147704e-03
5.104047382192038185e-02,-4.961665760175318178e-03
5.104806774851073509e-02,-4.882712793692882240e-03
5.105552772147011614e-02,-4.803747038370638836e-03
5.106290447261561949e-02,-4.724773451274360582e-03
5.107017356144271519e-02,-4.645789909073078962e-03
5.107729491996503002e-02,-4.566792886823507931e-03
5.108427088929317489e-02,-4.487782913100515393e-03
5.109114464230587321e-02,-4.408763960560028658e-03
5.109793200066847091e-02,-4.329737557208187745e-03
5.110458520465264304e-02,-4.250699727079729900e-03
5.111108418195094150e-02,-4.171649100685049204e-03
5.111745978654518713e-02,-4.092588406188552713e-03
5.112376950223115890e-02,-4.013522351388199190e-03
5.112990710204603356e-02,-3.934442934530799768e-03
5.113586898167737926e-02,-3.855349932574375030e-03
5.114182152426088868e-02,-3.776256191638601659e-03
5.114763743465822882e-02,-3.697152469844718677e-03
5.115325497317819992e-02,-3.618034250455411625e-03
5.115879930191564312e-02,-3.538910891342099668e-03
5.116423764144395481e-02,-3.459780225818739983e-03
5.116952084209627771e-02,-3.380639013426139927e-03
5.117465848918348326e-02,-3.301488262512673917e-03
5.117971830871148597e-02,-3.222332398624301597e-03
5.118466631212650192e-02,-3.143169567757328042e-03
5.118939922947016857e-02,-3.063993612486762361e-03
5.119407289580438919e-02,-2.984813983484815077e-03
