x-coordinate,y-coordinate
2.657270079415678318e-02,4.385948273511344753e-02
2.650515092498548220e-02,4.390036920520809516e-02
2.643754288722682116e-02,4.394115938315069914e-02
2.636984383695574821e-02,4.398179825125409642e-02
2.630208530514814569e-02,4.402233805936399402e-02
2.623427874068693863e-02,4.406279733925858033e-02
2.616638306468265993e-02,4.410310685776669404e-02
2.609842061130902141e-02,4.414330383157278465e-02
2.603041602678125496e-02,4.418342938257931174e-02
2.596236168089613786e-02,4.422347048149664200e-02
3.723591572876891465e-02,3.526115558883394230e-02
3.718157679042702335e-02,3.531844394064143078e-02
3.712711741987349129e-02,3.537561792792151549e-02
3.707259639484099950e-02,3.543273315667552076e-02
3.701799502022679045e-02,3.548977145813625445e-02
3.696329868719904627e-02,3.554671878070631008e-02
3.690854501368975860e-02,3.560361102067743921e-02
3.685369659056254160e-02,3.566041179928929050e-02
3.679872663099294922e-02,3.571709505461340833e-02
3.674367089912179002e-02,3.577369503863510325e-02
3.668851828314328989e-02,3.583020049751713121e-02
3.663328010250942179e-02,3.588662238193100068e-02
3.657801678788964728e-02,3.594301973389422977e-02
3.652265245750965089e-02,3.599931772180321732e-02
3.646713945690829850e-02,3.605546927959836501e-02
3.641155775750532647e-02,3.611155279507227700e-02
3.635593352595022087e-02,3.616759414943685608e-02
3.630022939359055234e-02,3.622355606780776338e-02
3.624437275380630596e-02,3.627936567165953446e-02
3.618843346852614745e-02,3.633509260187628431e-02
3.613246666232080434e-02,3.639079178619141625e-02
3.607641495467891340e-02,3.644640556797533459e-02
3.602024634554001903e-02,3.650190125770406968e-02
3.596397154599141610e-02,3.655728928055079763e-02
3.590763576660587625e-02,3.661261529761019456e-02
3.585122538447544499e-02,3.666786519025238417e-02
3.579472080625644564e-02,3.672301878617716120e-02
3.573813024128733723e-02,3.677808416621027726e-02
3.568144798795827577e-02,3.683305510921776327e-02
3.562468084281690539e-02,3.688793841164039050e-02
3.556785597361949991e-02,3.694276197272668150e-02
3.551094191100011288e-02,3.699749287996231123e-02
3.545391029395067450e-02,3.705210132969152803e-02
3.539678081011575494e-02,3.710660732516978672e-02
3.533960965944668575e-02,3.716106970898444550e-02
3.528239182352589653e-02,3.721548297872406125e-02
3.522503043871225148e-02,3.726974482932975119e-02
3.516756503078709295e-02,3.732389666785498883e-02
3.511005292025737301e-02,3.737799878928401570e-02
3.505248492540664201e-02,3.743204149593142016e-02
3.499482009736227389e-02,3.748598080203964511e-02
3.493704266232224714e-02,3.753979952931522923e-02
3.487918403246306753e-02,3.759353099308013896e-02
3.482123261326045688e-02,3.764716224303129438e-02
3.476320119095536315e-02,3.770070698916546531e-02
3.470514668331037278e-02,3.775422680363556271e-02
3.464699269175577911e-02,3.780763825434775571e-02
3.458869989680605356e-02,3.786089837905845523e-02
3.453035124744373296e-02,3.791409733302193719e-02
3.447192966543396325e-02,3.796721601341299102e-02
3.441341903777569988e-02,3.802023670314461090e-02
3.435485768102621018e-02,3.807320141824155346e-02
3.429620275244316119e-02,3.812606231314021044e-02
3.423743723862752303e-02,3.817880037001079863e-02
3.417861870012402908e-02,3.823147933093822698e-02
3.411971148681041538e-02,3.828405894624863776e-02
3.406069521751570878e-02,3.833651624607448821e-02
3.400162083367799098e-02,3.838890810262786391e-02
3.394247637138629592e-02,3.844122075326133342e-02
3.388324247405520573e-02,3.849343217155457020e-02
3.382392715746991574e-02,3.854555108440652772e-02
3.376452618715541226e-02,3.859757230625713437e-02
3.370504477184753378e-02,3.864950155638336576e-02
3.364550458366974417e-02,3.870136342948211905e-02
3.358589032153096871e-02,3.875314007961542379e-02
3.352619008173733650e-02,3.880481761537075969e-02
3.346641362150090671e-02,3.885640700403959064e-02
3.340653648149892463e-02,3.890787941443270281e-02
3.334655537146836990e-02,3.895923069409126804e-02
3.328651425977653677e-02,3.901051177208579579e-02
3.322642810897696863e-02,3.906174011684315078e-02
3.316626855518472333e-02,3.911288221063759923e-02
3.310597720582201392e-02,3.916386881975513629e-02
3.304558726881373643e-02,3.921473870924217092e-02
3.298515429751312789e-02,3.926555739488525598e-02
3.292469750428972386e-02,3.931634784471789434e-02
3.286414195343776573e-02,3.936702030540692454e-02
3.280345730826421391e-02,3.941753826603534849e-02
3.274271706933380710e-02,3.946798936507075334e-02
3.268191362865963123e-02,3.951836418919140587e-02
3.262102185571504748e-02,3.956863226229551805e-02
3.256004542642802063e-02,3.961879756316225021e-02
3.249901029801478824e-02,3.966889151690339982e-02
3.243791043516022765e-02,3.971890643052228276e-02
3.237669728663474661e-02,3.976878254993782003e-02
3.231541557364860096e-02,3.981857460608986821e-02
3.225408017038352421e-02,3.986830037069987592e-02
3.219262841345823384e-02,3.991788219218616457e-02
3.213111819789424284e-02,3.996739168280786375e-02
3.206957601874641656e-02,4.001686129801980407e-02
3.200792654505390383e-02,4.006619711022928881e-02
3.194618183176013010e-02,4.011541380412710078e-02
3.188436792882965581e-02,4.016454348221262793e-02
3.182247770890573452e-02,4.021357700702153648e-02
3.176050223686095048e-02,4.026250272505763061e-02
3.169844731601038912e-02,4.031132764236567551e-02
3.163633687408896888e-02,4.036008189274529340e-02
1.967760431352624448e-02,4.735548225084906110e-02
1.975051786921820998e-02,4.732517875237749611e-02
1.960467823891775055e-02,4.738575569603796500e-02
1.953170929835785705e-02,4.741592535024083399e-02
1.945866871056773847e-02,4.744592138947777843e-02
1.938558365100188918e-02,4.747580888022956414e-02
1.931246418008107646e-02,4.750561200399184419e-02
1.923930566641869622e-02,4.753531919885156665e-02
1.916609543527436274e-02,4.756489875815066160e-02
1.909282656679155837e-02,4.759433267245233301e-02
1.901950919420541605e-02,4.762364561179804889e-02
1.894616785236803366e-02,4.765289864283536736e-02
1.887277796502647570e-02,4.768202938999441948e-02
1.879932663168103202e-02,4.771100506522533979e-02
