# Forces               
# CofR                 : (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)
# Time                 forces(pressure viscous porous)	moments(pressure viscous porous)
0.0121000              	((-1.858560867398306e-02 -7.874742320074706e+01 8.215205988045589e-19) (-4.157118685973765e+00 5.503904676531272e-03 9.146096439195953e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.369750269618093e-21 -4.847620499071514e-23 4.191721879627548e-02) (6.847735310302236e-20 1.538205298578580e-19 3.097730017265418e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0121000              	((-1.858560867398306e-02 -7.874742320074706e+01 8.215205988045589e-19) (-4.157118685973765e+00 5.503904676531272e-03 9.146096439195953e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.369750269618093e-21 -4.847620499071514e-23 4.191721879627548e-02) (6.847735310302236e-20 1.538205298578580e-19 3.097730017265418e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0121500              	((-1.881619416995889e-02 -7.878145007863573e+01 3.582587345358486e-19) (-4.158731280527855e+00 5.513404601266234e-03 6.041515825484048e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.442851621122638e-21 4.107386915738958e-23 4.193355067231044e-02) (4.521603795889489e-20 7.178503180331033e-20 3.098920417760460e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0121500              	((-1.882324047318139e-02 -7.878114956506872e+01 5.286331217852062e-19) (-4.158722876612176e+00 5.513424832717715e-03 -6.752369990648310e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.245549394814955e-22 1.598051603446409e-22 4.193368294831964e-02) (-5.043459894933583e-20 -4.592346687483069e-20 3.098914180862833e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0121500              	((-1.882324047318139e-02 -7.878114956506872e+01 5.286331217852062e-19) (-4.158722876612176e+00 5.513424832717715e-03 -6.752369990648310e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.245549394814955e-22 1.598051603446409e-22 4.193368294831964e-02) (-5.043459894933583e-20 -4.592346687483069e-20 3.098914180862833e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122000              	((-1.906129261159472e-02 -7.881487697820727e+01 1.155104231794934e-18) (-4.160327857850805e+00 5.522940678923374e-03 7.058895769788802e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.437047552989309e-21 6.965463356853884e-23 4.195016209316437e-02) (5.266823182841752e-20 -3.004110093171049e-20 3.100098922016980e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122000              	((-1.907319889936224e-02 -7.881430088384937e+01 -6.885444919858342e-19) (-4.160314309227779e+00 5.523020664060888e-03 -6.344436922343324e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.478415484663172e-21 8.141156018816915e-23 4.195039910328704e-02) (-4.736091840099758e-20 -3.596756820380747e-20 3.100088882221716e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122000              	((-1.916349124082788e-02 -7.880663983563991e+01 3.814536823374970e-19) (-4.160256518537452e+00 5.521322633762863e-03 -1.660043948040782e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.315299926804299e-20 4.021603467766556e-23 4.195306020607664e-02) (-1.241168651848267e-19 -1.459640175195734e-19 3.100045597861191e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122000              	((-1.916349124082788e-02 -7.880663983563991e+01 3.814536823374970e-19) (-4.160256518537452e+00 5.521322633762863e-03 -1.660043948040782e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.315299926804299e-20 4.021603467766556e-23 4.195306020607664e-02) (-1.241168651848267e-19 -1.459640175195734e-19 3.100045597861191e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122500              	((-1.950439982389674e-02 -7.883211458102724e+01 1.293943056486177e-19) (-4.161790734609661e+00 5.529212062099689e-03 -2.034729864499419e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.142015436065051e-20 -1.141744864389428e-22 4.197245776088488e-02) (-1.530739676582315e-20 -9.106144612265204e-20 3.101177429239346e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122500              	((-1.949487213810555e-02 -7.883248626797268e+01 4.084590530425778e-19) (-4.161802707455985e+00 5.529558435715595e-03 -7.584484062799812e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.670836135492854e-21 -1.084085899365246e-22 4.197226061681516e-02) (-5.566075595417827e-21 3.215714697319177e-20 3.101186690633181e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122500              	((-1.941926983096677e-02 -7.883768646491666e+01 -1.972083634136042e-19) (-4.161884918654537e+00 5.533010940093467e-03 2.646709253794849e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.040316902608367e-21 3.644970615185352e-23 4.197033049822105e-02) (1.976191707137731e-20 1.967177130149227e-20 3.101250710346740e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0122500              	((-1.941926983096677e-02 -7.883768646491666e+01 -1.972083634136042e-19) (-4.161884918654537e+00 5.533010940093467e-03 2.646709253794849e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.040316902608367e-21 3.644970615185352e-23 4.197033049822105e-02) (1.976191707137731e-20 1.967177130149227e-20 3.101250710346740e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0123000              	((-1.967554412015274e-02 -7.886872854230005e+01 -1.569196383049342e-19) (-4.163514908610074e+00 5.544699607593075e-03 -6.028495602301017e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.426529232146965e-21 -3.812305074584352e-22 4.198761642252183e-02) (-4.510908491103437e-20 -5.143027899964775e-20 3.102457005315698e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0123000              	((-1.967554412015274e-02 -7.886872854230005e+01 -1.569196383049342e-19) (-4.163514908610074e+00 5.544699607593075e-03 -6.028495602301017e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.426529232146965e-21 -3.812305074584352e-22 4.198761642252183e-02) (-4.510908491103437e-20 -5.143027899964775e-20 3.102457005315698e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0123500              	((-1.993231951532887e-02 -7.889976416042208e+01 2.112037174003846e-19) (-4.165146246779281e+00 5.556408309889952e-03 9.243212716587792e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.240014878278627e-20 1.057886638815721e-23 4.200491887919643e-02) (6.905254073613549e-20 9.591202634278916e-20 3.103664295706987e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0123500              	((-1.993952532285031e-02 -7.889972806996829e+01 8.145752121207740e-19) (-4.165130723951759e+00 5.556083865295274e-03 -9.925550920408204e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.498345300434141e-21 4.417573881266337e-23 4.200499010600693e-02) (-7.414482271298204e-20 -3.890815014604945e-20 3.103652200026260e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0123500              	((-2.000776781231109e-02 -7.889810056571741e+01 2.430261396302862e-19) (-4.164981483169085e+00 5.552769378235177e-03 -5.752511039065105e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.892382187128702e-21 -4.011126492535305e-23 4.200580721687185e-02) (-4.290799415837805e-20 1.266406995352165e-20 3.103535910773579e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0123500              	((-2.000776781231109e-02 -7.889810056571741e+01 2.430261396302862e-19) (-4.164981483169085e+00 5.552769378235177e-03 -5.752511039065105e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.892382187128702e-21 -4.011126492535305e-23 4.200580721687185e-02) (-4.290799415837805e-20 1.266406995352165e-20 3.103535910773579e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0124000              	((-2.034056219114277e-02 -7.892746835527929e+01 9.033058665564285e-19) (-4.166448342405319e+00 5.560814283221478e-03 -1.248713025746789e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.996993179119462e-21 2.112650319648782e-22 4.202401548009181e-02) (-9.324883874166469e-20 -6.859350171050582e-20 3.104615010516995e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0124000              	((-2.034056219114277e-02 -7.892746835527929e+01 9.033058665564285e-19) (-4.166448342405319e+00 5.560814283221478e-03 -1.248713025746789e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.996993179119462e-21 2.112650319648782e-22 4.202401548009181e-02) (-9.324883874166469e-20 -6.859350171050582e-20 3.104615010516995e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0124500              	((-2.067392566208685e-02 -7.895683260349563e+01 3.007608416914206e-19) (-4.167916517684236e+00 5.568878866748208e-03 1.592995033852270e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.853937678457298e-21 -9.137390702214187e-23 4.204224065275841e-02) (1.191567540885789e-19 1.928990568860147e-19 3.105695082127815e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0124500              	((-2.066503166958936e-02 -7.895684939293174e+01 9.150384584087207e-19) (-4.167937492387625e+00 5.569188022529518e-03 8.081451570488370e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.171505980795742e-21 2.302899367053918e-22 4.204216822570762e-02) (6.040329414776716e-20 4.467289571510595e-20 3.105711383041769e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0124500              	((-2.057970296113138e-02 -7.895823485601986e+01 3.510581983478421e-19) (-4.168130974743292e+00 5.572280621791938e-03 1.406081759390383e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.019853340273642e-20 3.974448679543406e-22 4.204136426660735e-02) (1.064087008997188e-20 9.986571547877492e-20 3.105861787821601e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0124500              	((-2.057970296113138e-02 -7.895823485601986e+01 3.510581983478421e-19) (-4.168130974743292e+00 5.572280621791938e-03 1.406081759390383e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.019853340273642e-20 3.974448679543406e-22 4.204136426660735e-02) (1.064087008997188e-20 9.986571547877492e-20 3.105861787821601e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0125000              	((-2.081935545728321e-02 -7.898899241984951e+01 1.007185863311857e-18) (-4.169814862106238e+00 5.583735270903925e-03 1.178474784968401e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.412820803297116e-21 -1.602333537209393e-23 4.205872944006611e-02) (8.794133640522525e-20 -1.792107894784951e-21 3.107109498917082e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0125000              	((-2.082513244181670e-02 -7.898902994803329e+01 1.034727421571966e-18) (-4.169800474617542e+00 5.583612541349777e-03 -2.330502844189716e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.065712796685523e-20 -1.245999570835056e-23 4.205875148578037e-02) (-1.739162106951822e-20 3.307244429229273e-20 3.107098357280108e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0125000              	((-2.088085880720725e-02 -7.898891693267566e+01 1.077195085826927e-18) (-4.169664900908193e+00 5.582238448426803e-03 -4.260354645037973e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.053282382272724e-20 2.683517108883568e-22 4.205909358870505e-02) (-3.197102927053572e-20 -1.267158196400337e-19 3.106993450324236e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0125000              	((-2.088085880720725e-02 -7.898891693267566e+01 1.077195085826927e-18) (-4.169664900908193e+00 5.582238448426803e-03 -4.260354645037973e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.053282382272724e-20 2.683517108883568e-22 4.205909358870505e-02) (-3.197102927053572e-20 -1.267158196400337e-19 3.106993450324236e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0125500              	((-2.118254285493090e-02 -7.901959464771181e+01 6.209971902516147e-19) (-4.171199320308500e+00 5.592197959035173e-03 4.044560677932797e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((3.932285023171927e-21 2.467598144776395e-22 4.207684022265361e-02) (3.032099878640348e-20 7.160262247969642e-20 3.108125461512026e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0125500              	((-2.118254285493090e-02 -7.901959464771181e+01 6.209971902516147e-19) (-4.171199320308500e+00 5.592197959035173e-03 4.044560677932797e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((3.932285023171927e-21 2.467598144776395e-22 4.207684022265361e-02) (3.032099878640348e-20 7.160262247969642e-20 3.108125461512026e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0126000              	((-2.148475194158365e-02 -7.905026955284828e+01 3.497213029734578e-19) (-4.172735182041198e+00 5.602174863454833e-03 1.272118437048096e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.017869356156156e-21 5.519440615054747e-23 4.209460322247915e-02) (9.531791867136517e-20 2.476745866049515e-19 3.109258540397101e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0126000              	((-2.148475194158365e-02 -7.905026955284828e+01 3.497213029734578e-19) (-4.172735182041198e+00 5.602174863454833e-03 1.272118437048096e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.017869356156156e-21 5.519440615054747e-23 4.209460322247915e-02) (9.531791867136517e-20 2.476745866049515e-19 3.109258540397101e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0126500              	((-2.178748804345610e-02 -7.908094125846461e+01 3.998779807568651e-19) (-4.174272155316696e+00 5.612160175905498e-03 4.738067854407603e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((8.916486478884977e-22 -2.698278610835626e-23 4.211238285987992e-02) (3.557048459124514e-20 1.028532687596113e-19 3.110392437476868e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0126500              	((-2.178748804345610e-02 -7.908094125846461e+01 3.998779807568651e-19) (-4.174272155316696e+00 5.612160175905498e-03 4.738067854407603e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((8.916486478884977e-22 -2.698278610835626e-23 4.211238285987992e-02) (3.557048459124514e-20 1.028532687596113e-19 3.110392437476868e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0127000              	((-2.209075249909715e-02 -7.911160966755969e+01 2.073710716454288e-19) (-4.175810240853886e+00 5.622153387390315e-03 -7.723146700390024e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.597835260194041e-21 -3.088381528752325e-22 4.213017917159075e-02) (-5.784107198298605e-20 -1.147316458736517e-19 3.111527153424049e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0127000              	((-2.209075249909715e-02 -7.911160966755969e+01 2.073710716454288e-19) (-4.175810240853886e+00 5.622153387390315e-03 -7.723146700390024e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.597835260194041e-21 -3.088381528752325e-22 4.213017917159075e-02) (-5.784107198298605e-20 -1.147316458736517e-19 3.111527153424049e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0127500              	((-2.239454633988466e-02 -7.914227475714803e+01 4.820083992207356e-19) (-4.177349439505678e+00 5.632154501802432e-03 -8.434746555862084e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((6.889281358975570e-21 1.218890855394460e-22 4.214799217073376e-02) (-6.304065570188011e-20 -6.736292459035956e-20 3.112662688827353e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0127500              	((-2.239454633988466e-02 -7.914227475714803e+01 4.820083992207356e-19) (-4.177349439505678e+00 5.632154501802432e-03 -8.434746555862084e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((6.889281358975570e-21 1.218890855394460e-22 4.214799217073376e-02) (-6.304065570188011e-20 -6.736292459035956e-20 3.112662688827353e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0128000              	((-2.269887096627156e-02 -7.917293639059901e+01 -6.573319075625528e-19) (-4.178889752775599e+00 5.642163452792561e-03 -8.022834959801343e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.132947818017015e-20 8.507650042922807e-23 4.216582191514730e-02) (-5.978997258023776e-20 2.127284133688749e-20 3.113799044801283e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0128000              	((-2.269887096627156e-02 -7.917293639059901e+01 -6.573319075625528e-19) (-4.178889752775599e+00 5.642163452792561e-03 -8.022834959801343e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.132947818017015e-20 8.507650042922807e-23 4.216582191514730e-02) (-5.978997258023776e-20 2.127284133688749e-20 3.113799044801283e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0128500              	((-2.300372740385781e-02 -7.920359454981730e+01 -2.549874692269907e-19) (-4.180431181480476e+00 5.652180322466814e-03 1.253420748939159e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.030604446980873e-21 -2.320350825467587e-22 4.218366841568489e-02) (9.361515363882662e-20 8.158642134727211e-20 3.114936221937405e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0128500              	((-2.300076085723239e-02 -7.920385988063481e+01 1.415384233239315e-18) (-4.180435292128864e+00 5.652421405078531e-03 1.751025734306506e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.047393353450541e-20 9.140178546143052e-23 4.218361711570678e-02) (1.309066370925150e-20 1.823225644892688e-20 3.114939434868175e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0128500              	((-2.300076085723239e-02 -7.920385988063481e+01 1.415384233239315e-18) (-4.180435292128864e+00 5.652421405078531e-03 1.751025734306506e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.047393353450541e-20 9.140178546143052e-23 4.218361711570678e-02) (1.309066370925150e-20 1.823225644892688e-20 3.114939434868175e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0129000              	((-2.330317364416739e-02 -7.923478111265226e+01 -7.232875914010696e-19) (-4.181981620757417e+00 5.662662848056637e-03 -1.532355791559093e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.405604139306019e-21 -6.437976996350136e-23 4.220142871770467e-02) (-1.145780768276919e-19 -1.704798750318103e-19 3.116080404305516e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0129000              	((-2.330317364416739e-02 -7.923478111265226e+01 -7.232875914010696e-19) (-4.181981620757417e+00 5.662662848056637e-03 -1.532355791559093e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.405604139306019e-21 -6.437976996350136e-23 4.220142871770467e-02) (-1.145780768276919e-19 -1.704798750318103e-19 3.116080404305516e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0129500              	((-2.360611226731907e-02 -7.926569945267786e+01 5.292676560702100e-19) (-4.183529244361697e+00 5.672922920252731e-03 1.670948850660674e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.177973427622514e-21 -1.540539018038962e-22 4.221925682671476e-02) (1.249345678629503e-19 1.941515550147427e-19 3.117222328471174e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0129500              	((-2.360339066576414e-02 -7.926612044071950e+01 2.430396723676969e-19) (-4.183531244095776e+00 5.673198207483431e-03 1.596448783793103e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.402258095755433e-21 5.922161966633240e-23 4.221918420291583e-02) (1.189541568091991e-20 1.720095068824385e-20 3.117223932980365e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0129500              	((-2.360339066576414e-02 -7.926612044071950e+01 2.430396723676969e-19) (-4.183531244095776e+00 5.673198207483431e-03 1.596448783793103e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.402258095755433e-21 5.922161966633240e-23 4.221918420291583e-02) (1.189541568091991e-20 1.720095068824385e-20 3.117223932980365e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0130000              	((-2.390412193179735e-02 -7.929745888928963e+01 3.862897875688207e-19) (-4.185081674547216e+00 5.683721250498845e-03 -1.364616826991610e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.932095815845203e-21 6.492339475825034e-23 4.223695566394709e-02) (-1.019702897009150e-19 -1.316214796944395e-19 3.118368053987808e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0130000              	((-2.390412193179735e-02 -7.929745888928963e+01 3.862897875688207e-19) (-4.185081674547216e+00 5.683721250498845e-03 -1.364616826991610e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.932095815845203e-21 6.492339475825034e-23 4.223695566394709e-02) (-1.019702897009150e-19 -1.316214796944395e-19 3.118368053987808e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0130500              	((-2.420537004321614e-02 -7.932879582571307e+01 4.532071507048879e-19) (-4.186633396859276e+00 5.694262756811205e-03 1.096389594316252e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.622488030698875e-21 -1.975611860345350e-23 4.225474322147872e-02) (8.185947473772604e-20 2.420784226634845e-20 3.119513128138878e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0130500              	((-2.420537004321614e-02 -7.932879582571307e+01 4.532071507048879e-19) (-4.186633396859276e+00 5.694262756811205e-03 1.096389594316252e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.622488030698875e-21 -1.975611860345350e-23 4.225474322147872e-02) (8.185947473772604e-20 2.420784226634845e-20 3.119513128138878e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0131000              	((-2.450713560077023e-02 -7.936013136602963e+01 6.528202670107699e-19) (-4.188186255354392e+00 5.704814440414680e-03 -1.928758257365129e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.250349300499567e-21 3.045571688124699e-23 4.227254688476351e-02) (-1.444991775210275e-19 -3.397757941000979e-19 3.120659039639578e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0131000              	((-2.450713560077023e-02 -7.936013136602963e+01 6.528202670107699e-19) (-4.188186255354392e+00 5.704814440414680e-03 -1.928758257365129e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.250349300499567e-21 3.045571688124699e-23 4.227254688476351e-02) (-1.444991775210275e-19 -3.397757941000979e-19 3.120659039639578e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0131500              	((-2.480941975008244e-02 -7.939146545664924e+01 5.766848102232162e-19) (-4.189740250055602e+00 5.715375387430141e-03 -1.350309827433525e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.591893999785450e-21 3.623603775651102e-23 4.229036667522271e-02) (-1.010162780444221e-19 -1.365721990293851e-19 3.121805788333007e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0131500              	((-2.480941975008244e-02 -7.939146545664924e+01 5.766848102232162e-19) (-4.189740250055602e+00 5.715375387430141e-03 -1.350309827433525e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.591893999785450e-21 3.623603775651102e-23 4.229036667522271e-02) (-1.010162780444221e-19 -1.365721990293851e-19 3.121805788333007e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0132000              	((-2.511222380833785e-02 -7.942279797769069e+01 -1.383300185667089e-19) (-4.191295382673339e+00 5.725945533959089e-03 -7.148122654109187e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-3.565016556279773e-21 1.703716001564212e-22 4.230820264413643e-02) (-5.352675279118747e-20 -1.055341046038470e-19 3.122953375496705e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0132000              	((-2.511222380833785e-02 -7.942279797769069e+01 -1.383300185667089e-19) (-4.191295382673339e+00 5.725945533959089e-03 -7.148122654109187e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-3.565016556279773e-21 1.703716001564212e-22 4.230820264413643e-02) (-5.352675279118747e-20 -1.055341046038470e-19 3.122953375496705e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0132500              	((-2.541554874940882e-02 -7.945412891390421e+01 -9.675130920959630e-19) (-4.192851654020243e+00 5.736524961209528e-03 5.662356661125952e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.235140563253689e-21 -4.039872745413765e-22 4.232605480212489e-02) (4.243364727927786e-20 9.999051769900654e-20 3.124101801718423e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0132500              	((-2.541596545837357e-02 -7.945477390113723e+01 7.249069029790985e-19) (-4.192841731797928e+00 5.736881890463075e-03 -7.432367042371109e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.169225297633571e-20 2.438049976026304e-22 4.232593094384703e-02) (-5.556303282826106e-20 -4.452999769003286e-20 3.124094362565727e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0132500              	((-2.543876095131815e-02 -7.946409254506608e+01 1.030545867037541e-19) (-4.192700835875780e+00 5.740691304645612e-03 -1.690088461625194e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.150736129471690e-20 3.120584073958755e-23 4.232463306105745e-02) (-1.264172700134285e-19 -2.504750593172553e-19 3.123988601521186e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0132500              	((-2.543876095131815e-02 -7.946409254506608e+01 1.030545867037541e-19) (-4.192700835875780e+00 5.740691304645612e-03 -1.690088461625194e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.150736129471690e-20 3.120584073958755e-23 4.232463306105745e-02) (-1.264172700134285e-19 -2.504750593172553e-19 3.123988601521186e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
