# Forces               
# CofR                 : (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)
# Time                 forces(pressure viscous porous)	moments(pressure viscous porous)
0.0585000              	((-1.499136466628019e+00 -1.024507543038105e+02 -9.345776939113878e-18) (-3.157560244642171e+00 3.241686108510863e-02 -2.366334700999061e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.567056000819987e-21 -4.026495178249415e-21 5.738219383105283e-02) (-1.732685578251159e-19 -4.315843508313473e-21 2.334194548792301e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585000              	((-1.499143167241302e+00 -1.024488022554557e+02 -5.389193520694149e-18) (-3.157481073983880e+00 3.241843099196695e-02 1.403914356864179e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.060246858595973e-20 -5.288310764993201e-22 5.738121383857146e-02) (1.063352803891518e-19 2.327814460445258e-19 2.334136552181905e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585000              	((-1.499187329753400e+00 -1.024510471406271e+02 -2.595018269312824e-18) (-3.157524967096463e+00 3.241922602473526e-02 -1.171580277239862e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.104421718547168e-20 -6.429223527526189e-22 5.738213967620993e-02) (-1.014008298924466e-20 -1.064985676290648e-19 2.334169531486909e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585000              	((-1.499187329753400e+00 -1.024510471406271e+02 -2.595018269312824e-18) (-3.157524967096463e+00 3.241922602473526e-02 -1.171580277239862e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.104421718547168e-20 -6.429223527526189e-22 5.738213967620993e-02) (-1.014008298924466e-20 -1.064985676290648e-19 2.334169531486909e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585500              	((-1.500733853876792e+00 -1.024584346598282e+02 -1.111385709312900e-17) (-3.156693735607938e+00 3.243385561192955e-02 6.623338889986072e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.438477381505215e-20 -3.583130612366708e-21 5.739766304541601e-02) (5.006340381398521e-21 1.951197281672334e-20 2.333549637104795e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585500              	((-1.500731626589231e+00 -1.024585477838793e+02 3.786322943983712e-18) (-3.156699516124829e+00 3.243366270296148e-02 -9.593913406530245e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.442271491184892e-20 2.799875920094903e-21 5.739773645363154e-02) (-7.132000316256931e-20 -1.045839812098117e-19 2.333553818593664e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585500              	((-1.500691103867182e+00 -1.024582687692874e+02 -2.512355333177633e-18) (-3.156727398476153e+00 3.243212157592279e-02 -1.232056061330425e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.458260153122748e-21 -1.736379941552778e-21 5.739787268450775e-02) (-9.351593008233397e-21 -4.699416591644666e-20 2.333573526590787e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0585500              	((-1.500691103867182e+00 -1.024582687692874e+02 -2.512355333177633e-18) (-3.156727398476153e+00 3.243212157592279e-02 -1.232056061330425e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.458260153122748e-21 -1.736379941552778e-21 5.739787268450775e-02) (-9.351593008233397e-21 -4.699416591644666e-20 2.333573526590787e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0586000              	((-1.502195217743142e+00 -1.024654902107626e+02 -7.183928573045604e-19) (-3.155930630231675e+00 3.244513367399037e-02 -9.712925787006308e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.019422355149884e-21 2.357818898593518e-22 5.741360171153845e-02) (-7.273181813575797e-20 -1.214470129542387e-19 2.332978189279467e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0586000              	((-1.502195217743142e+00 -1.024654902107626e+02 -7.183928573045604e-19) (-3.155930630231675e+00 3.244513367399037e-02 -9.712925787006308e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.019422355149884e-21 2.357818898593518e-22 5.741360171153845e-02) (-7.273181813575797e-20 -1.214470129542387e-19 2.332978189279467e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0586500              	((-1.503699648759739e+00 -1.024727104387503e+02 8.863782936705333e-18) (-3.155133548735849e+00 3.245806526668284e-02 7.847281007821457e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.212108874767688e-20 3.288821239086512e-21 5.742932677493386e-02) (5.893012219175200e-20 1.102536064049445e-19 2.332382654325405e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0586500              	((-1.503699648759739e+00 -1.024727104387503e+02 8.863782936705333e-18) (-3.155133548735849e+00 3.245806526668284e-02 7.847281007821457e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.212108874767688e-20 3.288821239086512e-21 5.742932677493386e-02) (5.893012219175200e-20 1.102536064049445e-19 2.332382654325405e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587000              	((-1.505204398754846e+00 -1.024799294615769e+02 -2.374830336425854e-18) (-3.154336625348577e+00 3.247095197026598e-02 5.660488332874913e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.883126838070003e-21 -8.459715960930478e-22 5.744504777444961e-02) (5.779821298931629e-21 1.448082822618999e-19 2.331787281454327e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587000              	((-1.505204228536674e+00 -1.024798666785387e+02 6.648008500114480e-18) (-3.154333085499906e+00 3.247074878413624e-02 -6.401892298889016e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((8.401303385931944e-21 3.183362939600249e-21 5.744496441905125e-02) (-4.673129674895065e-20 -5.552724738705424e-20 2.331784706219556e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587000              	((-1.505238219087270e+00 -1.024815063807717e+02 -5.230195918781132e-18) (-3.154351990862876e+00 3.247034098640686e-02 -1.736568399054770e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.772459797676790e-21 -2.400886329116533e-21 5.744509044711634e-02) (-1.274447171715328e-19 -4.733192410672741e-20 2.331799531324296e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587000              	((-1.505212090837528e+00 -1.024795707995486e+02 5.083572330869101e-18) (-3.154306470993704e+00 3.246967313613863e-02 -1.446481461477194e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.013249418709017e-21 2.470251995566685e-21 5.744427019805694e-02) (-9.706720938389072e-21 8.646092300979665e-20 2.331765575731530e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587000              	((-1.505212090837528e+00 -1.024795707995486e+02 5.083572330869101e-18) (-3.154306470993704e+00 3.246967313613863e-02 -1.446481461477194e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.013249418709017e-21 2.470251995566685e-21 5.744427019805694e-02) (-9.706720938389072e-21 8.646092300979665e-20 2.331765575731530e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587500              	((-1.506724781317545e+00 -1.024864275835185e+02 -1.766939521754073e-18) (-3.153480527241325e+00 3.248143706136319e-02 2.463958110407987e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.458197138881928e-21 4.673529549902362e-22 5.745920999899817e-02) (1.735006349348491e-20 -1.114067770465509e-19 2.331149396595313e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0587500              	((-1.506724781317545e+00 -1.024864275835185e+02 -1.766939521754073e-18) (-3.153480527241325e+00 3.248143706136319e-02 2.463958110407987e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.458197138881928e-21 4.673529549902362e-22 5.745920999899817e-02) (1.735006349348491e-20 -1.114067770465509e-19 2.331149396595313e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588000              	((-1.508237666049906e+00 -1.024932786451980e+02 -1.490103528499688e-18) (-3.152654307888368e+00 3.249312403565856e-02 -1.826880750145520e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.626704963935511e-20 7.794918700905368e-22 5.747414553525165e-02) (-1.370056646640270e-20 -5.957043356052985e-20 2.330533044704152e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588000              	((-1.508242534459693e+00 -1.024935858737298e+02 -4.236716348992377e-18) (-3.152662389856128e+00 3.249324195192616e-02 -1.439870066430015e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.031888716641090e-21 -2.602054542072783e-21 5.747433700322078e-02) (-1.066117603712084e-19 -1.198711809244408e-19 2.330539042156856e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588000              	((-1.508264744341149e+00 -1.024949668762687e+02 -9.029526808665710e-18) (-3.152709121894456e+00 3.249442584602467e-02 2.807416579514628e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.713867708179114e-21 -3.185651395914471e-21 5.747549815419714e-02) (2.064258091829364e-19 8.601869290210941e-20 2.330573648263754e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588000              	((-1.508216885430507e+00 -1.024930039866570e+02 8.692103216110787e-19) (-3.152678415113931e+00 3.249465425749369e-02 -3.314190118998611e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((7.233038211988270e-21 4.301390306385544e-23 5.747462387284922e-02) (-2.430975700202247e-19 -1.268798265339145e-19 2.330550848310603e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588000              	((-1.508228483935012e+00 -1.024934828114166e+02 -1.116931628102601e-17) (-3.152686212342731e+00 3.249419749183702e-02 2.363760196228100e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.884919447164124e-20 -3.749421337235295e-21 5.747486770350539e-02) (1.739887221567309e-19 1.062232268567782e-19 2.330556464433602e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588000              	((-1.508228483935012e+00 -1.024934828114166e+02 -1.116931628102601e-17) (-3.152686212342731e+00 3.249419749183702e-02 2.363760196228100e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.884919447164124e-20 -3.749421337235295e-21 5.747486770350539e-02) (1.739887221567309e-19 1.062232268567782e-19 2.330556464433602e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588500              	((-1.509732565141718e+00 -1.025005391045782e+02 -5.955170741373528e-19) (-3.151892834100578e+00 3.250706438295198e-02 7.591931471041728e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-3.055293713488177e-21 1.021800670869750e-21 5.749052217498796e-02) (5.581636755835118e-20 8.712363262188652e-20 2.329964272180022e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588500              	((-1.509734383359486e+00 -1.025006654247932e+02 -5.716211004019073e-19) (-3.151894393374365e+00 3.250697837499811e-02 -5.384997781449317e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.761095761197307e-21 6.156463567127347e-22 5.749055809503659e-02) (-3.714484109312214e-20 1.238250894750685e-19 2.329965394398827e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0588500              	((-1.509734383359486e+00 -1.025006654247932e+02 -5.716211004019073e-19) (-3.151894393374365e+00 3.250697837499811e-02 -5.384997781449317e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.761095761197307e-21 6.156463567127347e-22 5.749055809503659e-02) (-3.714484109312214e-20 1.238250894750685e-19 2.329965394398827e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589000              	((-1.511240618902850e+00 -1.025078475993725e+02 2.011382232495863e-18) (-3.151103245779721e+00 3.251975734514290e-02 -3.211335615529171e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.997802937811954e-21 7.055240571221825e-22 5.750624446363880e-02) (-2.369249318320830e-19 -1.722412318689970e-19 2.329374867427945e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589000              	((-1.511235636331546e+00 -1.025075566861510e+02 -1.469022411049951e-18) (-3.151095269685499e+00 3.251954759610673e-02 3.125941461915866e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.651267306981529e-20 3.090909846989561e-22 5.750611921309935e-02) (2.315128977282617e-19 2.541706354657293e-19 2.329368800867120e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589000              	((-1.511237830089631e+00 -1.025079205326258e+02 -1.691093937759179e-17) (-3.151091811895905e+00 3.251908849599922e-02 2.402208204202358e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.292016514995819e-20 -4.983702835007951e-21 5.750620497194286e-02) (1.769979995865095e-19 1.085333613707972e-19 2.329365280447052e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589000              	((-1.511237830089631e+00 -1.025079205326258e+02 -1.691093937759179e-17) (-3.151091811895905e+00 3.251908849599922e-02 2.402208204202358e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.292016514995819e-20 -4.983702835007951e-21 5.750620497194286e-02) (1.769979995865095e-19 1.085333613707972e-19 2.329365280447052e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589500              	((-1.512741585608578e+00 -1.025151738180059e+02 -4.237107887301312e-18) (-3.150289903833277e+00 3.253120837106323e-02 6.684044509482720e-19) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.864106345775444e-20 -3.648765045769867e-22 5.752184852972138e-02) (1.880783345372386e-22 -8.964254215158421e-21 2.328765684632579e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589500              	((-1.512745579482538e+00 -1.025153783517167e+02 -6.036977394749861e-18) (-3.150294075667833e+00 3.253119440349155e-02 -1.186893097177899e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((6.861343574610117e-21 -2.674917641541535e-21 5.752191258360072e-02) (-8.937342362349174e-20 -1.320103766737560e-19 2.328768886269301e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589500              	((-1.512736912453888e+00 -1.025144240312118e+02 -4.307649347235067e-18) (-3.150275357649652e+00 3.253082031229560e-02 3.385505222635637e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.672499545721423e-21 -1.030099196963663e-21 5.752133974964291e-02) (2.470982061203131e-20 -8.243738813448240e-21 2.328755793228377e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589500              	((-1.512742812938088e+00 -1.025150032653511e+02 5.236052200030866e-18) (-3.150289774171814e+00 3.253102480420372e-02 2.708345206076574e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.515740325829545e-20 1.620877609176009e-21 5.752156949881842e-02) (1.998454491834349e-19 2.447556620795372e-19 2.328766346723714e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0589500              	((-1.512742812938088e+00 -1.025150032653511e+02 5.236052200030866e-18) (-3.150289774171814e+00 3.253102480420372e-02 2.708345206076574e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.515740325829545e-20 1.620877609176009e-21 5.752156949881842e-02) (1.998454491834349e-19 2.447556620795372e-19 2.328766346723714e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0590000              	((-1.514248092537151e+00 -1.025220845874108e+02 -2.497438574819213e-18) (-3.149488305757756e+00 3.254311500091817e-02 -3.077205385835442e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.685891565848994e-21 -2.231855548402401e-22 5.753693007074576e-02) (-2.156284822355192e-20 5.928791820608881e-20 2.328167935583848e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0590000              	((-1.514248092537151e+00 -1.025220845874108e+02 -2.497438574819213e-18) (-3.149488305757756e+00 3.254311500091817e-02 -3.077205385835442e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-4.685891565848994e-21 -2.231855548402401e-22 5.753693007074576e-02) (-2.156284822355192e-20 5.928791820608881e-20 2.328167935583848e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0590500              	((-1.515753637704628e+00 -1.025291626945663e+02 3.049872010428283e-18) (-3.148686567155890e+00 3.255512983768884e-02 2.637274670951620e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.934677649125197e-21 1.704249302786591e-21 5.755228656807428e-02) (1.939219193673062e-19 3.520232480814356e-20 2.327569357598139e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0590500              	((-1.515753637704628e+00 -1.025291626945663e+02 3.049872010428283e-18) (-3.148686567155890e+00 3.255512983768884e-02 2.637274670951620e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.934677649125197e-21 1.704249302786591e-21 5.755228656807428e-02) (1.939219193673062e-19 3.520232480814356e-20 2.327569357598139e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591000              	((-1.517259451431681e+00 -1.025362377823833e+02 -1.400044140895978e-18) (-3.147884974405323e+00 3.256710021997676e-02 1.541887031775820e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.191388285846224e-21 4.193439234701423e-22 5.756763891498069e-02) (1.114267604175860e-19 -4.548677981502425e-20 2.326970931073607e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591000              	((-1.517256562430094e+00 -1.025360408183838e+02 8.484907763469853e-19) (-3.147880026149783e+00 3.256711092194595e-02 -6.888766206360783e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((7.537241617928156e-21 5.107521889799094e-23 5.756761429572863e-02) (-5.209121072383210e-20 -1.111060360135301e-19 2.326967244587000e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591000              	((-1.517256562430094e+00 -1.025360408183838e+02 8.484907763469853e-19) (-3.147880026149783e+00 3.256711092194595e-02 -6.888766206360783e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((7.537241617928156e-21 5.107521889799094e-23 5.756761429572863e-02) (-5.209121072383210e-20 -1.111060360135301e-19 2.326967244587000e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591500              	((-1.518759785390119e+00 -1.025429174692168e+02 -3.578578757943848e-18) (-3.147074560084198e+00 3.257916696164644e-02 -3.848481100452811e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.545145057443225e-20 2.483440505196303e-22 5.758293805909621e-02) (-2.843290351222628e-19 -2.347975115490961e-19 2.326365983493065e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591500              	((-1.518767078473385e+00 -1.025433762849576e+02 1.086905609180542e-17) (-3.147083788510525e+00 3.257938319879497e-02 8.323626123801760e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((3.520850658261429e-21 5.208026038670784e-21 5.758315319691348e-02) (6.379863161421625e-20 1.666530407027808e-19 2.326372933495434e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591500              	((-1.518779840702532e+00 -1.025441090811244e+02 -1.080517049496033e-19) (-3.147097119582182e+00 3.258054516002927e-02 -6.801008964660354e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.188857903986722e-20 -3.649668650770976e-22 5.758370492289126e-02) (-4.899615640430539e-20 4.153518858505716e-20 2.326383359587933e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591500              	((-1.518765405441662e+00 -1.025433819053573e+02 3.813765589323852e-18) (-3.147080937971820e+00 3.258043407809574e-02 -1.445565029517342e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((3.822389835212246e-21 1.899685542719896e-21 5.758333914813316e-02) (-1.069512427428624e-19 -1.252693910034359e-19 2.326371520190216e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0591500              	((-1.518765405441662e+00 -1.025433819053573e+02 3.813765589323852e-18) (-3.147080937971820e+00 3.258043407809574e-02 -1.445565029517342e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((3.822389835212246e-21 1.899685542719896e-21 5.758333914813316e-02) (-1.069512427428624e-19 -1.252693910034359e-19 2.326371520190216e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592000              	((-1.520274574206756e+00 -1.025507226440222e+02 5.252946177438087e-18) (-3.146282526906121e+00 3.259386761164254e-02 6.026614478343629e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.995721507765481e-22 1.155484674027702e-21 5.759906058396121e-02) (4.329210275356457e-20 -2.738490027790367e-20 2.325776354850989e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592000              	((-1.520278544500069e+00 -1.025509913223344e+02 -3.958024573818275e-19) (-3.146288745882447e+00 3.259372774670506e-02 1.383943533447119e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.054458047590587e-21 1.465477691762240e-21 5.759914271461923e-02) (1.005832886424069e-19 2.413315499803306e-20 2.325780901912535e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592000              	((-1.520278544500069e+00 -1.025509913223344e+02 -3.958024573818275e-19) (-3.146288745882447e+00 3.259372774670506e-02 1.383943533447119e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.054458047590587e-21 1.465477691762240e-21 5.759914271461923e-02) (1.005832886424069e-19 2.413315499803306e-20 2.325780901912535e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592500              	((-1.521791978764495e+00 -1.025585988686089e+02 -3.355622418231296e-18) (-3.145497131709513e+00 3.260706749300932e-02 -2.096877576000173e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.162391710624762e-20 -1.589079120546154e-21 5.761494235006451e-02) (-8.329387766388077e-22 8.721149357144738e-20 2.325190785079965e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592500              	((-1.521780632819626e+00 -1.025579143778110e+02 1.410152343744485e-19) (-3.145483138545246e+00 3.260659571194404e-02 -3.201518576558083e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.635771199566791e-21 -3.689355166319920e-22 5.761465564482696e-02) (-2.352167934562090e-19 -1.759099094559225e-19 2.325180116884612e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592500              	((-1.521765718901860e+00 -1.025572935594177e+02 -2.386560413713083e-18) (-3.145481861891706e+00 3.260495430254075e-02 -5.948015545097466e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.263588291120933e-20 -5.795415619412808e-22 5.761435133743567e-02) (-4.416491495455797e-20 -9.436736900522684e-20 2.325177425563135e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592500              	((-1.521774212565263e+00 -1.025579171594630e+02 -6.879388750973145e-18) (-3.145495305409121e+00 3.260533423258765e-02 1.015344573115869e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-3.825448901919373e-21 -2.606754548483427e-21 5.761460367321267e-02) (7.628980481348983e-20 1.142521710597569e-19 2.325187491604127e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0592500              	((-1.521774212565263e+00 -1.025579171594630e+02 -6.879388750973145e-18) (-3.145495305409121e+00 3.260533423258765e-02 1.015344573115869e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-3.825448901919373e-21 -2.606754548483427e-21 5.761460367321267e-02) (7.628980481348983e-20 1.142521710597569e-19 2.325187491604127e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0593000              	((-1.523270207304693e+00 -1.025648424082688e+02 6.228773807650178e-18) (-3.144702456272789e+00 3.261699671957850e-02 5.865264540735843e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.721364284496282e-21 2.586037399818080e-21 5.763006120901450e-02) (4.471460936070988e-20 1.335629965853859e-19 2.324594559699578e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0593000              	((-1.523270207304693e+00 -1.025648424082688e+02 6.228773807650178e-18) (-3.144702456272789e+00 3.261699671957850e-02 5.865264540735843e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.721364284496282e-21 2.586037399818080e-21 5.763006120901450e-02) (4.471460936070988e-20 1.335629965853859e-19 2.324594559699578e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0593500              	((-1.524766489689407e+00 -1.025717654167559e+02 1.520942619645888e-18) (-3.143909332278849e+00 3.262862661303008e-02 -2.505397312641516e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((8.368157318710087e-21 -3.949557093138742e-22 5.764551483629957e-02) (-1.850341703811170e-19 -9.809553121654391e-20 2.324001478108097e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0593500              	((-1.524767766118758e+00 -1.025717956084899e+02 2.293231739344990e-19) (-3.143907940656730e+00 3.262870383611895e-02 1.765476628218786e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.536194382230776e-20 3.152949539708416e-22 5.764550208140745e-02) (1.277643232024815e-19 -2.783528490839730e-20 2.324000719934978e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0593500              	((-1.524758657059971e+00 -1.025707127743321e+02 3.631411267780386e-18) (-3.143870365987189e+00 3.262923538918697e-02 -7.843907388649656e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.118021281135671e-20 7.498220725335272e-22 5.764487194969314e-02) (-5.807995830740569e-20 -7.189923621905856e-20 2.323974828564218e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0593500              	((-1.524786298112618e+00 -1.025724456965395e+02 -1.729571077582236e-18) (-3.143907877168314e+00 3.262981357565548e-02 3.744515238367702e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.645628236906782e-20 -6.635182146594856e-22 5.764558905785397e-02) (2.818685796638579e-20 2.860544691463705e-20 2.324002820014629e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
