time, uy
0.332623305074244, -0.0006386387657466019
0.8252684828585064, -0.002222164126428061
1.3858720248147938, -0.0039118576647007575
1.9212637279768598, -0.0013738469689201782
2.329483234961911, 0.005200611001766553
2.6103076040402096, 0.012385857325858896
2.8401841039134945, 0.019971933506873762
3.019055087766125, 0.027073055046179906
3.223452017175039, 0.03477294711249379
3.479229113231404, 0.04871456830882731
3.3512666012256096, 0.040607248363254744
3.7306336009397887, 0.0607388749073654
4.1224570055502054, 0.07645925223243466
3.9393126213876526, 0.06896521846300938
4.416227110355677, 0.08675216707686448
4.92373876204891, 0.10670608051330124
4.629158827947427, 0.09505330392856212
4.7570131850802975, 0.1014987469982111
5.114508463060523, 0.11191042624469202
5.395321238365843, 0.11891752596570773
5.599649410260013, 0.1255609097054419
5.778557268751698, 0.13322863641286695
6.186703398697381, 0.13867560376148388
6.670556558780151, 0.13253831832594481
7.154440899085706, 0.12688013928504377
7.689719249276902, 0.12767640061697735
8.101666706358877, 0.13558695811073904
8.327943569757604, 0.14380856522892027
8.462334077431567, 0.15278022610053152
8.613015124336918, 0.16030833394245003
8.779121803298604, 0.16963262483248892
8.916362360392252, 0.1778944199048996
8.993234583813543, 0.18421419421340995
9.095640061775512, 0.1912450468148359
9.249055950906726, 0.1988360715126029
9.402473772333433, 0.20645678731088268
9.53035630877563, 0.213335225596343
9.913129554390103, 0.22053531747069177
10.091575433233533, 0.2211043968971867
10.454208523913977, 0.21255583420788257
10.629881558720115, 0.2031536523788361
10.809799202633283, 0.1937019853822683
10.96096992542234, 0.18637570633074024
11.097412070843092, 0.17931770758027407
11.286268651743566, 0.17201511071605974
11.54055712881948, 0.1630830379784656
11.387939599777514, 0.16775938630922818
12.050211923254619, 0.1617806783423369
12.356563906689857, 0.1695903375075162
12.509972066639083, 0.17706259780323208
12.64304861337552, 0.18542559111433132
12.786281949339365, 0.19320465944867926
12.89382578748528, 0.2008649633809761
13.021736020162919, 0.20816897410711957
13.098620125667946, 0.21467132511941803
13.20615430233638, 0.22218317354915096
13.372753507526742, 0.23093780661463303
13.533499329588256, 0.2392654533775028
13.666442547935443, 0.24557976075322033
14.044200344925862, 0.2540390252084065
14.502842726467463, 0.2521457355523319
14.808235956739875, 0.24522346754706698
15.062653575564795, 0.23827575002707685
15.27875184240122, 0.2299622418834989
15.54589652551298, 0.22276215000915014
15.774843591252509, 0.21606680684351862
16.02925348089544, 0.20900032492147735
16.309183841257422, 0.2024484887416576
16.742066047059442, 0.1963573144849452
17.251869228126004, 0.19733502143112353
17.634677362409164, 0.20507120262028636
17.857208332967073, 0.21168100713920251
18.017883764264074, 0.21892704952624958
18.17129836519829, 0.22649828015700807
18.324712966132505, 0.23406951078776655
18.478137228544202, 0.24178919692108897
18.631529286030965, 0.24901403137919836
18.76446799568866, 0.2552590595203861
19.014738908378366, 0.2629193634526829
19.448259942782368, 0.26664424697155875
19.855619804124252, 0.2600096356024306
20.075929831044263, 0.2511418935826142
20.26231261363903, 0.24312529644416397
20.414796492242495, 0.23639531366126756
20.567283591338455, 0.22971481604589242
20.719773910926907, 0.2230838035980386
20.89408674772471, 0.21609225635824386
21.053846178942358, 0.20926330324030484
21.35560218499211, 0.20239900357413632
21.788520987299744, 0.19687016076652952
22.247532763512854, 0.2006528840915991
22.5829930637932, 0.20816049093554448
22.758181414479, 0.21462183995189674
22.91151872359336, 0.22100542656214409
23.06490111960264, 0.2280818055176896
23.21830283856688, 0.2354550954783629
23.371691675561145, 0.24263044476895101
23.550590033599974, 0.2501521902321882
23.703970819363, 0.25720382660397306
23.98479339416691, 0.26436150262044644
24.443732144667106, 0.26702213370535777
24.851086736112187, 0.2603065466075584
25.06299127762299, 0.2528243892783383
25.232472110486395, 0.24618100553860411
25.410430889840114, 0.2392654533775028
25.562956634846, 0.23317877777238322
25.715463056896922, 0.22679519116213587
25.867966258455354, 0.22036211938436723
26.04592020707033, 0.21337233947198397
26.2918120550914, 0.20596193563566972
26.73308949928105, 0.19832772388261138
27.217408166915217, 0.19934329447969618
27.578327495518522, 0.20642144076265317
27.75351952676717, 0.2129393442561726
27.906905143268943, 0.22006520837923943
28.060310082725685, 0.22748798350743404
28.213740786122372, 0.235306639975799
28.36716504853407, 0.2430263261091214
28.520537783065862, 0.24995424956210302
28.65348100141305, 0.2562685569378206
28.87824561355069, 0.2636319498649896
29.286370312582676, 0.2687496159170103
29.693890730113992, 0.2645820650813985
29.92287064487696, 0.2583914706244842
30.092350672617243, 0.2517357155928697
30.278792229200022, 0.24462222276168322
30.463981704308182, 0.23691844257506411
30.652833224434744, 0.2295380833047449
30.834388948851434, 0.22194564474504874
30.97354182881137, 0.2155125729672801
31.194016744947085, 0.20917847152455404
31.52483953603614, 0.20137395367548086
31.98336472511062, 0.19767991805324167
32.39144867027397, 0.20217137180353834
32.65403713862639, 0.20888156051942625
32.84386584818968, 0.21651641493699783
33.00458728652231, 0.22446938828863489
33.1580147694265, 0.2322385595894786
33.3114390318382, 0.23995824572280094
33.46484719178743, 0.24743050601851685
33.62550974111445, 0.25447860773547876
33.82260848244765, 0.26192966010225693
34.230859776111856, 0.26899254310302395
34.663904177626755, 0.26539362182874776
34.91835689981986, 0.2589852926347398
35.10479926152576, 0.2518841710954336
35.27063300165736, 0.24514711900289127
35.40130807314809, 0.23898833643938353
35.55383897094197, 0.23298083710229806
35.706338952007904, 0.22649828015700807
35.85885503553631, 0.22026314904932462
36.03680817902816, 0.21326099784506106
36.316678960279, 0.2057936860660973
36.72400052703741, 0.19857065106862504
