Time F_xx F_xy F_xz F_yx F_yy F_yz F_zx F_zy F_zz sigma_xx sigma_yy sigma_zz sigma_xy sigma_yz sigma_zx meanLamellarSpacing mean_eq_strain_ferr mean_eq_strain_cem
2.587 1.00013376766847 0.0004922179932707633 -0.00022966185104384283 0.00159429213543358 0.999923775885927 9.312490250375379e-05 -0.0006885015117635679 0.0001072081237074099 1.0001343761914598 42588018.869839296 10202213.786907798 42682787.886371516 160502982.9306167 15455590.430585949 15455590.430585949 80.17754209835655 0.0 0.0
2.786 1.00013883417066 0.0007374120668575141 -0.0003384743691369306 0.0014878737954292399 0.9999262595693059 8.35737003817964e-05 -0.0006439121899203039 9.66853697634722e-05 1.00011941011388 42467640.574665345 9639665.112491662 39473297.7113034 171173408.6648087 13932275.38657702 13932275.38657702 80.17725287495497 0.0 0.0
2.985 1.00014390067285 0.000982606140444265 -0.0004472868872300185 0.0013814554554249 0.999928743252685 7.4022498259839e-05 -0.0005993228680770399 8.61626158195345e-05 1.0001044440362998 42363653.68057023 9084434.667564448 36270817.768697 181843738.8387111 12408919.421230061 12408919.421230061 80.17696475523793 0.0 0.0
3.1839999999999997 1.00012798023624 0.00101198138549456 -0.000457583574618408 0.001251136797325008 0.99991694529656 6.341367944099602e-05 -0.000543207531138384 7.949548139728161e-05 1.00008127350636 34083253.1569848 1402018.6060905813 26846926.9672603 174079567.24627203 11083465.613241624 11083465.613241624 80.17570895431083 0.0 0.0
3.3829999999999996 1.00011034890788 0.00102376270430547 -0.000459849080155871 0.0011188697437281962 0.999903983076345 5.2718641869689526e-05 -0.0004861525734039081 7.314266378386172e-05 1.0000574341351949 25134337.57667975 -6859862.091174933 16915971.44286353 164812434.50428492 9773421.425275033 9773421.425275033 80.17437539449406 0.0 0.0
3.5819999999999994 1.00009271757952 0.00103554402311638 -0.00046211458569333396 0.0009866026901313844 0.99989102085613 4.2023604298383036e-05 -0.00042909761566943213 6.678984617044182e-05 1.00003359476403 16184333.716376008 -15119957.426949723 6985418.774340271 155545138.7503893 8462700.883922622 8462700.883922622 80.17304238341491 0.0 0.0
3.7809999999999993 1.00007508625116 0.00104732534192729 -0.000464380091230797 0.0008543356365345725 0.999878058635915 3.1328566727076545e-05 -0.0003720426579349562 6.0437028557021925e-05 1.000009755392865 7233241.687792124 -23378267.41636163 -2944731.03280144 146277680.43574777 7151304.036684895 7151304.036684895 80.17170950696523 0.0 0.0
3.979999999999999 1.0000574549228 0.0010591066607382 -0.00046664559676826 0.0007220685829377605 0.9998650964157 2.0633529155770054e-05 -0.00031498770020048025 5.408421094360203e-05 0.9999859160217001 -1718938.5037111903 -31634791.985754825 -12874477.95512983 137010059.92562452 5839230.881182661 5839230.881182661 80.170376566058 0.0 0.0
4.178999999999999 1.00007074969294 0.001622728966336198 -0.0007089148882024362 0.00012531463009410402 0.99984849309831 1.0020856206970641e-06 -5.793620587868489e-05 2.51089347876107e-05 0.999922730955348 -7124287.211541666 -41821192.00265022 -30198364.023880243 134451067.58545113 2115719.4802523125 2115719.4802523125 80.16875666495122 0.0 0.0
4.377999999999999 1.00008749989308 0.0022480094827483973 -0.0009780002450999329 -0.0005233373003190334 0.99983148295442 -1.962783902764592e-05 0.00022146127018471087 -6.393990367550675e-06 0.999855149721936 -11961514.246046092 -52056944.48020466 -48233005.41779387 132639368.35014704 -1904202.107792028 -1904202.107792028 80.16712901477283 0.0 0.0
4.576999999999999 1.00010425009322 0.002873289999160597 -0.0012470856019974298 -0.0011719892307321708 0.9998144728105299 -4.0257763675988906e-05 0.0005008587462481066 -3.789691552271205e-05 0.999787568488524 -16617366.136513533 -62117960.31599995 -66146200.1967887 130825131.20292416 -5952373.420996173 -5952373.420996173 80.16552712699979 0.0 0.0
4.775999999999999 1.00012100029336 0.0034985705155727966 -0.0015161709588949266 -0.0018206411611453085 0.9997974626666399 -6.088768832433189e-05 0.0007802562223115025 -6.939984067787343e-05 0.999719987255112 -21091855.525995206 -72004242.30698766 -83937952.66647312 129008361.43149522 -10028795.310332352 -10028795.310332352 80.1639511157438 0.0 0.0
4.974999999999999 1.0001377504935 0.004123851031984996 -0.0017852563157924233 -0.0024692930915584457 0.9997804525227499 -8.151761297267487e-05 0.0010596536983748983 -0.0001009027658330348 0.9996524060217 -25384995.643619638 -81715793.70454928 -101608267.47755632 127189064.34087117 -14133468.561556203 -14133468.561556203 80.16240103278193 0.0 0.0
5.173999999999999 1.00017078490124 0.004108148972647061 -0.0017638044500987206 -0.002815888004394618 0.999621127313758 -0.00016474693369091995 0.001204097040796799 -0.00018160246541634538 0.999348597784074 -69731030.07129072 -155525355.58781368 -197806164.27121413 99280406.24775787 -26829661.8694695 -26829661.8694695 80.1517206252124 0.0 0.0
