(
(90    (1.0410146247846273 -0.005469656723912943 -0.0027334056872867635 0.05658553981192191 0.978979912343893 -0.0002972718970548202 0.04263346292964532 -0.0019310369652357255 0.9808171855524321))
(91    (1.041614140586732 -0.005470446650218866 -0.0027225477909002707 0.05676682571838618 0.9787037963765656 -0.00026327898139860717 0.04277837407582603 -0.0018996817403668308 0.9805283406646566))
(92    (1.0422140035344691 -0.005471237305056008 -0.0027116872267518755 0.0569481784776307 0.9784277589291146 -0.00022930371161561288 0.04292333808262148 -0.0018683447681705288 0.9802395834374026))
(93    (1.042814213828364 -0.005472028688883823 -0.0027008239922388586 0.05712959813798514 0.9781517999787036 -0.00019534607917061816 0.043068354988540176 -0.0018370260408532976 0.979950913844721))
(94    (1.0434147716690587 -0.0054728208021619885 -0.0026899580847573115 0.05731108474780468 0.9778759195025039 -0.0001614060755312233 0.04321342483211088 -0.0018057255506247153 0.9796623318606712))
(95    (1.0440156772573121 -0.005473613645350401 -0.002679089501702137 0.05749263835546997 0.9776001174776929 -0.00012748369216784633 0.043358547651882545 -0.0017744432896974562 0.9793738374593209))
(96    (1.0446169307939979 -0.0054744072189091796 -0.002668218240467044 0.05767425900938715 0.9773243938814545 -9.357892055372197e-05 0.04350372348642435 -0.0017431792502872888 0.9790854306147457))
(97    (1.0452185324801062 -0.005475201523298664 -0.0026573442984445536 0.057855946757987886 0.9770487486909796 -5.969175216490022e-05 0.04364895237432575 -0.0017119334246130772 0.97879711130103))
(98    (1.0458204825167439 -0.005475996558979416 -0.0026464676730259934 0.05803770164972938 0.9767731818834651 -2.5822178480245134e-05 0.04379423435419645 -0.001680705804896779 0.9785088794922664))
(99    (1.046422781105134 -0.0054767923264122205 -0.0026355883616014973 0.05821952373309436 0.9764976934361149 8.029809018566597e-06 0.043939569464666435 -0.0016494963833634435 0.9782207351625553))
(100    (1.0470254284466158 -0.005477588826058083 -0.0026247063615600064 0.05840141305659113 0.9762222833261396 4.186421884704687e-05 0.04408495774438597 -0.0016183051522412116 0.9779326782860058))
(101    (1.0476284247426446 -0.005478386058378229 -0.0026138216702892665 0.058583369668753556 0.975946951530756 7.56810595178975e-05 0.04423039923202561 -0.0015871321037613138 0.9776447088367353))
(102    (1.0482317701947927 -0.005479184023834111 -0.0026029342851758277 0.058765393618141114 0.9756716980271877 0.0001094803395410115 0.04437589396627625 -0.0015559772301580702 0.9773568267888693))
(103    (1.0488354650047491 -0.005479982722887401 -0.0025920442036050455 0.05894748495333888 0.9753965227926652 0.00014326206742347445 0.04452144198584908 -0.0015248405236688884 0.9770690321165417))
(104    (1.0494395093743187 -0.005480782155999993 -0.0025811514229610775 0.05912964372295756 0.9751214258044248 0.00017702625166956574 0.04466704332947563 -0.0014937219765342631 0.9767813247938948))
(105    (1.050043903505424 -0.005481582323634006 -0.002570255940626884 0.05931186997563347 0.9748464070397104 0.00021077290078075985 0.044812698035907796 -0.0014626215809977745 0.9764937047950788))
(106    (1.0506486476001031 -0.00548238322625178 -0.0025593577539842253 0.0594941637600286 0.9745714664757714 0.00024450202325572765 0.044958406143917794 -0.0014315393293060875 0.9762061720942521))
(107    (1.0512537418605126 -0.00548318486431588 -0.002548456860413664 0.05967652512483061 0.9742966040898646 0.000278213627590338 0.04510416769229826 -0.0014004752137089511 0.9759187266655821))
(108    (1.0518591864889244 -0.005483987238289091 -0.002537553257294563 0.05985895411875285 0.9740218198592527 0.00031190772227765847 0.04524998271986218 -0.0013694292264591957 0.9756313684832436))
(109    (1.0524649816877283 -0.005484790348634423 -0.0025266469420050825 0.060041450790534356 0.9737471137612059 0.0003455843158079571 0.04539585126544295 -0.0013384013598127344 0.9753440975214203))
(110    (1.053071127659431 -0.005485594195815111 -0.0025157379119221837 0.06022401518893988 0.973472485773 0.00037924341666870375 0.04554177336789439 -0.00130739160602856 0.9750569137543039))
(111    (1.0536776246066553 -0.005486398780294611 -0.0025048261644216225 0.060406647362759906 0.9731979358719178 0.0004128850333445709 0.0456877490660907 -0.0012763999573687439 0.9747698171560941))
(112    (1.054284472732143 -0.005487204102536607 -0.0024939116968779535 0.06058934736081069 0.972923464035249 0.0004465091743174356 0.04583377839892657 -0.0012454264060984368 0.9744828077009995))
(113    (1.0548916722387516 -0.005488010163005 -0.0024829945066645264 0.06077211523193419 0.972649070240289 0.0004801158480663801 0.04597986140531707 -0.0012144709444858656 0.9741958853632361))
(114    (1.055499223329457 -0.005488816962163922 -0.0024720745911534867 0.06095495102499822 0.9723747544643409 0.000513705063067694 0.04612599812419779 -0.0011835335648023339 0.9739090501170291))
(115    (1.0561071262073511 -0.005489624500477724 -0.002461151947715773 0.06113785478889631 0.972100516684713 0.0005472768277948745 0.04627218859452475 -0.0011526142593222195 0.973622301936611))
(116    (1.0567153810756449 -0.005490432778410984 -0.00245022657372112 0.06132082657254785 0.9718263568787212 0.0005808311507186286 0.04641843285527448 -0.0011217130203229743 0.9733356407962235))
(117    (1.0573239881376655 -0.005491241796428505 -0.0024392984665380524 0.06150386642489804 0.9715522750236878 0.0006143680403068738 0.04656473094544398 -0.0010908298400851234 0.9730490666701156))
(118    (1.0579329475968586 -0.005492051554995315 -0.0024283676235338897 0.06168697439491792 0.9712782710969414 0.0006478875050247401 0.04671108290405079 -0.0010599647108922629 0.9727625795325453))
(119    (1.0585422596567868 -0.005492862054576662 -0.0024174340420747395 0.06187015053160437 0.9710043450758173 0.0006813895533345702 0.04685748877013292 -0.0010291176250310594 0.9724761793577781))
(120    (1.0591519245211312 -0.005493673295638028 -0.0024064977195255026 0.06205339488398018 0.9707304969376572 0.000714874193695922 0.04700394858274897 -0.0009982885747912501 0.9721898661200886))
(121    (1.0597619423936893 -0.00549448527864511 -0.0023955586532498677 0.06223670750109395 0.9704567266598094 0.0007483414345655689 0.04715046238097805 -0.000967477552465639 0.9719036397937589))
(122    (1.0603723134783782 -0.005495298004063838 -0.002384616840610313 0.06242008843202027 0.970183034219629 0.0007817912843975021 0.04729703020391984 -0.0009366845503500986 0.9716175003530798))
(123    (1.0609830379792315 -0.005496111472360363 -0.0023736722789681063 0.0626035377258596 0.9699094195944774 0.000815223751642931 0.047443652090694594 -0.0009059095607435673 0.97133144777235))
(124    (1.0615941161004019 -0.005496925684001066 -0.0023627249656833 0.06278705543173833 0.9696358827617226 0.0008486388447502846 0.04759032808044311 -0.0008751525759480486 0.9710454820258766))
(125    (1.0622055480461587 -0.005497740639452547 -0.0023517748981147332 0.06297064159880883 0.9693624236987388 0.0008820365721652135 0.04773705821232684 -0.0008444135882686103 0.970759603087975))
(126    (1.0628173340208913 -0.00549855633918164 -0.0023408220736200335 0.0631542962762494 0.9690890423829076 0.0009154169423305907 0.04788384252552782 -0.0008136925900133832 0.9704738109329688))
(127    (1.0634294742291057 -0.005499372783655398 -0.0023298664895556108 0.06333801951326433 0.9688157387916162 0.0009487799636865126 0.04803068105924867 -0.0007829895734935596 0.9701881055351894))
(128    (1.0640419688754263 -0.005500189973341106 -0.0023189081432766594 0.06352181135908393 0.968542512902259 0.0009821256446703008 0.048177573852712686 -0.0007523045310233932 0.969902486868977))
(129    (1.0646548181645965 -0.005501007908706269 -0.002307947032137157 0.06370567186296448 0.9682693646922363 0.0010154539937165031 0.04832452094516379 -0.0007216374549201971 0.9696169549086795))
(130    (1.0652680223014783 -0.005501826590218623 -0.002296983153489865 0.06388960107418831 0.9679962941389557 0.0010487650192568957 0.048471522375866584 -0.0006909883375043435 0.9693315096286537))
(131    (1.065881581491051 -0.005502646018346132 -0.0022860165046863254 0.0640735990420638 0.9677233012198307 0.0010820587297204825 0.048618578184106295 -0.0006603571710992619 0.9690461510032637))
(132    (1.0664954959384132 -0.005503466193556985 -0.0022750470830768615 0.06425766581592539 0.9674503859122819 0.0011153351335334986 0.04876568840918888 -0.0006297439480314385 0.9687608790068828))
(133    (1.0671097658487818 -0.005504287116319592 -0.0022640748860105757 0.06444180144513355 0.9671775481937355 0.0011485942391194093 0.048912853090440946 -0.0005991486606304148 0.9684756936138914))
(134    (1.0677243914274932 -0.005505108787102602 -0.0022530999108353504 0.06462600597907488 0.9669047880416253 0.001181836054898915 0.04906007226720984 -0.0005685713012287872 0.9681905947986793))
(135    (1.0683393728800015 -0.005505931206374881 -0.002242122154897847 0.06481027946716207 0.9666321054333906 0.0012150605892899478 0.049207345978863615 -0.0005380118621622046 0.9679055825356433))
(136    (1.06895471041188 -0.00550675437460553 -0.002231141615543505 0.06499462195883397 0.9663595003464786 0.0012482678507076766 0.04935467426479106 -0.0005074703357693689 0.9676206567991895))
(137    (1.0695704042288205 -0.00550757829226387 -0.0022201582901165383 0.06517903350355551 0.9660869727583412 0.0012814578475645064 0.04950205716440169 -0.00047694671439203285 0.9673358175637312))
(138    (1.0701864545366349 -0.005508402959819457 -0.002209172175959939 0.0653635141508178 0.9658145226464384 0.0013146305882700804 0.04964949471712581 -0.0004464409903749995 0.9670510648036911))
(139    (1.0708028615412528 -0.00550922837774207 -0.002198183270415474 0.06554806395013811 0.9655421499882356 0.0013477860812312812 0.049796986962414476 -0.0004159531560661206 0.9667663984934984))
(140    (1.0717805240198015 -0.00531484566158664 -0.002043341720586634 0.06543381979137533 0.96515757435924 0.0015209775192272228 0.04971220584095874 -0.0002377320473682338 0.9662896897805946))
(141    (1.072759022087259 -0.0051203399445032445 -0.00188840334165942 0.065319517363952 0.9647731664489867 0.0016940002989803673 0.04962737956046673 -5.968276589160668e-05 0.9658132377408128))
(142    (1.0737383564702971 -0.00492571110987018 -0.0017333680404565536 0.06520515660725724 0.9643889261486102 0.001866854525007233 0.049542508076102276 0.00011819479569866543 0.9653370422099516))
(143    (1.074718527896257 -0.004730959040955888 -0.001578235723714211 0.06509073746064092 0.964004853349297 0.0020395403017750007 0.04945759134300134 0.0002959007446759739 0.9648611030238703))
(144    (1.075699537093109 -0.004536083620929689 -0.0014230062980903023 0.06497625986340316 0.9636209479422855 0.0022120577336712808 0.04937262931626171 0.00047343518823287224 0.9643854200185219))
(145    (1.0766813847894539 -0.00434108473286169 -0.0012676796701644026 0.06486172375479418 0.9632372098188661 0.002384406925004155 0.04928762195094308 0.0006507982334811186 0.9639099930299533))
(146    (1.0776640717145227 -0.004145962259722704 -0.0011122557464376842 0.06474712907401436 0.9628536388703812 0.0025565879800022173 0.04920256920206695 0.0008279899874517192 0.9634348218943052))
(147    (1.0786475985981778 -0.003950716084384162 -0.0009567344333328474 0.0646324757602142 0.9624702349882254 0.002728601002814618 0.04911747102461661 0.0010050105570949702 0.962959906447812))
(148    (1.079631966170914 -0.003755346089618025 -0.0008011156371940516 0.06451776375249416 0.9620869980638447 0.002900446097511101 0.04903232737353715 0.0011818600492805008 0.9624852465268021))
(149    (1.0806171751638574 -0.0035598521580966994 -0.0006453992642868464 0.06440299298990473 0.9617039279887373 0.003072123368082047 0.04894713820373535 0.0013585385707973157 0.962010841967697))
(150    (1.0816032263087678 -0.003364234172392949 -0.0004895852207981026 0.06428816341144636 0.961321024654453 0.003243632918438517 0.048861903470079716 0.0015350462283538386 0.9615366926070119))
(151    (1.0825901203380384 -0.0031684920149798092 -0.00033367341283594397 0.06417327495606936 0.9609382879525934 0.00341497485241229 0.0487766231274004 0.0017113831285779533 0.9610627982813554))
